DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
88,0,0,0,0,1,0,379,0,0,5,13,106,38,15,0,3,0,0,3,4,0,2,2,7,55,55,266,10,95,113,17,27,108,1,62,61,291,124,20,0,97,294,454,32,0,5,10,6,9,10,0,56,62,23,12,16,277,8,1,0,1,4,29,0,0,82,245,272,1,1,4,60,47,79,2,0,0,6,1,0,0,0,1,0,5,1,1,0,53,63,237,5,1,0,0,2,0,0,0,0,0,1,130,2014,88
89,0,0,0,0,1,1,402,0,0,13,27,244,144,21,0,6,0,3,2,3,1,9,2,5,65,75,243,9,90,93,18,131,200,0,188,93,268,187,10,4,198,351,546,58,0,12,14,11,27,22,0,118,18,14,2,19,288,7,0,0,2,58,120,0,0,85,270,336,14,0,7,70,58,69,0,0,2,15,2,0,7,6,8,7,16,5,2,0,352,125,349,12,6,1,0,2,2,0,4,3,0,3,297,2014,89
90,0,0,3,0,1,0,334,0,0,5,28,187,113,17,0,2,0,0,2,0,0,4,2,0,40,52,260,9,80,133,15,15,178,0,78,51,153,82,18,0,96,340,543,30,0,8,10,0,10,27,0,96,32,13,2,44,263,1,0,0,0,21,120,0,0,57,188,63,1,2,0,50,57,53,3,0,0,3,1,0,2,3,6,0,9,8,0,1,134,56,217,2,5,0,0,1,2,0,0,0,0,5,163,2014,90
91,0,0,8,1,9,1,3551,0,0,78,242,1640,511,135,4,77,3,17,52,10,14,156,31,21,1034,1222,4322,61,531,682,263,1635,1225,4,3198,694,4121,2362,185,2,589,2086,3425,446,4,77,66,78,138,76,0,548,286,133,79,166,3207,12,7,4,0,47,494,0,0,404,1745,1511,131,95,47,580,742,458,2,0,13,20,11,1,254,139,47,10,101,71,18,0,815,953,2330,38,103,74,1,4,2,7,9,20,0,47,1772,2014,91
92,3,0,7,1,41,5,4437,1,0,75,457,2265,807,210,6,90,2,15,46,32,25,241,45,33,2716,2351,5852,111,766,1225,398,4828,2374,9,2469,3034,8066,3380,278,1,1994,4264,14091,590,6,105,89,139,170,173,2,581,538,238,504,521,4976,22,4,7,5,102,495,0,0,613,3918,4933,45,1,156,630,741,548,2,9,20,14,2,1,91,78,81,20,203,75,13,5,3058,3422,6368,66,84,13,0,18,12,0,13,11,31,119,3073,2014,92
93,2,1,12,1,46,2,8791,0,1,168,509,3345,812,376,4,98,2,28,88,20,23,347,44,55,6047,4694,8132,82,1131,1399,481,7006,2649,15,5473,1770,13774,4075,375,3,1257,4033,10040,2119,5,218,98,210,170,207,2,1146,442,269,867,903,8583,303,15,2,9,73,1185,7,12,929,6067,5729,136,34,50,1266,1759,1260,1,1,39,37,9,1,150,168,137,22,166,152,69,3,1833,2026,4713,41,292,124,0,8,5,1,13,11,4,666,3676,2014,93
94,0,0,12,6,87,7,4403,0,2,94,404,1768,562,170,7,157,4,37,55,27,15,220,24,34,2701,2184,6396,75,808,1070,353,3424,2452,5,3504,1981,8397,3839,246,2,1000,3177,9219,703,3,125,110,202,150,161,1,716,417,184,280,414,4956,84,3,1,3,67,579,0,1,520,3166,3505,0,51,93,668,885,884,3,0,15,13,7,0,146,108,77,29,185,60,6,3,1420,1928,4275,75,236,50,4,44,4,1,12,18,7,93,2221,2014,94
95,1,0,5,1,62,1,3970,2,4,58,276,1952,518,156,2,43,1,11,47,20,11,264,14,15,1992,1774,4338,50,469,733,205,2344,1435,0,3525,897,5424,2600,176,2,723,2270,5740,691,3,77,77,100,87,96,0,491,300,161,153,197,4491,43,7,14,7,37,482,0,2,553,2758,2890,190,158,688,576,794,681,2,1,12,23,9,0,421,119,58,12,173,81,24,0,1052,1113,3427,47,182,106,5,6,5,3,54,13,3,208,2149,2014,95
971,0,0,18,1,13,1,956,0,0,4,22,541,37,39,0,26,1,7,123,6,8,202,4,3,319,390,830,11,159,136,1,92,51,0,247,182,1081,277,12,2,95,380,648,88,0,4,13,11,17,24,1,86,23,32,165,51,405,6,36,0,0,1,33,0,0,36,317,603,258,106,4,64,87,180,0,0,0,2,0,0,23,14,26,3,9,5,0,0,151,54,255,7,104,72,0,11,1,0,3,1,0,2,117,2014,971
972,1,0,5,2,20,2,961,0,0,8,38,383,61,27,0,25,0,4,95,1,2,98,0,9,288,319,597,5,150,93,8,64,198,0,215,212,988,261,11,2,114,328,648,58,0,22,24,16,36,20,0,57,31,23,7,29,639,1,1,0,0,2,7,0,0,44,156,148,1,97,18,75,123,227,0,0,0,3,0,0,9,4,13,1,14,15,0,0,103,57,288,2,54,52,0,0,0,0,0,0,0,0,227,2014,972
973,0,0,12,2,17,0,1105,1,0,3,38,308,97,35,0,20,0,2,53,3,7,152,9,11,476,312,307,4,61,49,3,25,36,0,60,478,737,41,22,0,129,481,6,181,1,20,17,9,19,21,0,73,29,10,37,4,165,12,16,3,1,2,4,0,0,34,201,353,1086,261,10,65,62,129,9,9,0,3,11,0,34,8,27,7,3,2,2,0,42,81,230,6,185,136,0,0,1,2,9,2,1,14,163,2014,973
974,0,0,2,0,6,3,1615,0,0,7,63,785,113,64,0,1,0,0,7,8,2,50,15,11,180,522,1022,22,310,237,5,63,156,0,295,517,1365,485,33,15,225,404,664,167,2,39,53,23,39,62,0,191,70,40,9,22,314,15,6,10,1,39,143,0,0,122,372,1038,0,21,6,85,170,166,2,0,0,13,11,2,8,4,7,1,23,1,1,1,424,70,624,17,45,5,0,3,4,1,3,17,1,21,407,2014,974
976,0,0,1,0,0,0,475,0,0,4,17,46,11,1,0,2,0,4,2,1,6,14,2,2,134,176,630,0,259,92,2,209,34,0,66,237,433,31,11,6,9,248,54,46,0,14,0,7,15,4,0,5,9,2,10,1,14,6,0,0,0,0,11,1,0,17,76,384,4520,421,1,15,35,16,1,0,0,5,0,0,403,0,3,0,0,0,0,0,11,4,81,6,5,80,0,0,0,3,0,0,0,9,51,2014,976
987,0,0,1,0,3,0,372,0,0,4,18,29,7,11,0,0,0,0,0,0,0,1,1,0,49,104,109,0,71,57,0,23,94,0,28,133,592,31,1,0,42,270,654,135,3,5,6,12,19,0,0,54,5,14,4,70,396,2,0,1,0,0,0,0,0,9,33,72,21,52,104,43,43,6,0,28,0,10,1,1,2,2,0,3,4,1,0,0,55,21,190,0,8,11,0,2,0,0,2,2,0,3,106,2014,987
988,0,1,0,0,0,2,759,0,0,1,10,141,24,13,0,1,0,0,0,8,0,4,12,4,15,46,480,1,160,64,5,21,134,0,486,175,690,48,6,0,126,368,632,44,0,15,15,15,0,30,0,67,42,43,37,42,206,3,6,2,0,4,105,0,4,117,341,931,1,8,96,86,97,35,0,0,0,4,2,0,3,4,8,2,4,1,0,0,226,43,125,15,164,22,0,4,0,0,4,0,0,22,141,2014,988
