DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
47,0,0,0,0,2,0,241,0,0,1,6,81,28,17,0,3,0,1,2,1,1,2,0,0,46,67,339,7,80,97,8,190,117,0,93,108,564,189,9,1,81,61,330,127,0,1,6,1,1,19,1,9,45,26,2,9,218,6,0,0,0,10,20,0,0,37,230,403,24,0,0,64,51,59,0,0,0,3,3,0,5,2,1,3,3,0,0,0,180,106,244,10,6,0,0,0,0,0,0,2,0,27,97,2012,47
48,0,0,0,0,0,0,43,0,0,0,1,21,2,3,0,0,0,0,0,1,0,0,0,1,0,2,24,3,2,8,1,5,15,0,3,3,18,10,1,0,13,29,54,9,0,0,4,4,2,1,0,2,2,4,1,2,38,2,0,0,0,0,0,0,0,6,12,23,2,0,0,7,2,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,8,22,1,3,0,0,0,0,0,0,1,0,0,19,2012,48
49,0,0,4,0,6,0,844,0,0,11,55,401,134,21,0,12,0,3,4,5,2,12,2,4,130,221,770,11,272,339,51,179,570,0,369,352,979,688,34,0,330,1140,1649,54,1,30,37,60,35,59,0,124,67,28,16,103,737,3,0,2,3,24,299,0,0,174,913,1216,178,1,0,203,208,274,2,0,0,12,4,0,12,9,6,9,24,7,1,0,343,153,875,18,23,1,1,19,0,1,4,9,12,7,437,2012,49
50,0,0,1,0,2,0,448,0,0,2,9,129,26,16,0,6,0,0,0,1,0,3,2,3,22,41,83,3,64,73,17,79,188,0,82,131,205,156,28,1,133,331,545,37,2,17,23,1,56,60,1,89,52,37,4,115,276,12,0,0,1,21,44,0,0,194,560,943,259,25,15,99,77,43,1,0,0,6,1,0,58,16,11,2,12,2,1,0,211,42,212,14,27,13,0,0,0,0,1,3,0,0,229,2012,50
51,1,0,2,0,4,0,1566,0,0,24,52,525,235,27,0,4,1,4,3,6,3,44,6,9,218,317,1139,2,230,272,38,472,356,0,674,390,1324,746,85,1,525,1256,2072,160,2,29,29,51,63,74,0,341,151,92,20,88,1079,4,1,0,1,15,551,0,1,180,1612,1761,67,1,0,222,243,304,2,1,1,16,3,1,21,34,13,6,35,9,8,1,353,132,1061,315,15,2,0,10,0,0,3,2,2,16,510,2012,51
52,0,0,1,0,3,0,276,0,0,0,17,125,28,2,1,4,0,0,0,2,0,7,1,1,30,41,208,3,91,89,1,21,92,0,72,71,154,134,14,0,62,208,130,28,0,4,10,8,24,19,0,19,13,8,1,22,252,1,0,1,0,8,71,0,0,30,60,70,6,0,2,102,71,84,1,0,0,4,2,0,2,3,6,1,7,1,1,0,156,43,148,2,7,2,0,0,0,0,0,0,0,3,107,2012,52
53,0,0,0,0,0,0,239,0,0,2,15,136,42,4,0,2,0,0,0,1,2,3,1,0,25,69,199,0,67,165,12,73,91,0,69,41,237,162,6,0,99,203,379,33,0,11,13,10,23,14,0,26,30,6,2,19,185,4,4,1,0,8,36,0,0,61,74,169,23,0,5,45,49,30,1,0,0,4,2,0,2,7,2,0,9,3,0,0,61,60,128,11,7,0,0,2,2,0,0,1,0,8,143,2012,53
54,0,0,5,1,10,1,1767,0,0,25,67,518,204,43,2,19,0,3,14,10,12,64,5,15,245,347,1751,17,440,677,27,575,538,4,711,326,1604,1351,154,1,285,1086,2806,221,3,49,22,56,95,103,0,239,118,98,47,81,1202,46,2,0,1,63,355,0,1,359,1363,1848,440,82,8,254,319,306,3,1,1,19,2,0,31,24,18,27,83,16,4,1,462,275,1328,36,68,12,2,23,0,0,9,4,0,35,786,2012,54
55,0,0,0,0,0,0,173,0,0,3,7,60,21,5,0,1,0,0,0,2,0,11,2,1,14,13,132,4,43,67,3,29,156,0,58,38,134,81,2,0,137,208,293,43,0,5,8,7,15,11,0,28,25,8,3,73,251,0,1,1,0,6,31,0,0,37,85,185,6,0,1,26,22,67,1,0,0,1,0,0,2,1,6,2,1,3,2,0,45,19,190,5,7,2,0,3,0,0,2,0,0,1,76,2012,55
56,0,1,1,0,2,0,662,0,0,3,14,213,30,20,0,6,0,0,6,4,1,4,3,4,53,83,451,8,214,82,30,59,301,0,155,179,473,268,43,0,153,0,1077,15,1,18,6,19,38,23,0,68,91,65,23,70,428,1,0,0,1,24,58,0,0,130,602,1180,47,2,0,90,80,150,0,0,0,5,1,1,6,5,2,4,8,1,0,1,171,77,448,14,5,0,0,3,0,0,1,0,0,1,189,2012,56
57,0,0,2,0,0,1,1922,0,0,14,42,888,262,41,2,29,0,4,13,6,9,63,7,7,283,343,1339,5,564,657,42,512,737,0,631,416,1816,1020,77,1,652,1595,1891,168,1,29,26,19,57,68,0,297,305,274,29,166,1235,4,2,1,2,78,457,0,0,427,1741,2287,1690,209,92,357,300,321,6,1,1,15,9,0,93,81,20,69,50,6,11,3,421,223,1341,65,115,56,28,9,2,0,1,5,7,3,769,2012,57
58,0,0,0,0,0,0,186,0,0,1,7,74,17,2,0,2,0,0,1,0,0,4,0,1,22,42,0,3,26,96,9,15,120,0,40,54,115,134,15,0,79,146,210,16,0,1,9,6,5,12,0,7,7,4,3,11,130,0,1,0,1,6,32,0,0,55,128,222,40,0,0,27,30,54,0,0,0,2,1,1,1,4,0,0,2,1,0,0,46,32,65,2,0,0,0,0,0,0,0,0,0,3,60,2012,58
59,0,2,29,1,50,11,9273,0,0,92,285,3769,1342,240,20,215,3,31,51,66,34,238,34,53,1956,2426,7924,50,1833,2712,269,4580,1931,1,5097,1775,13547,4331,730,12,2483,6201,8333,1334,25,169,189,224,399,485,0,1140,599,395,260,666,8539,51,5,15,7,142,2540,0,1,1129,6474,8943,3292,185,63,1020,1075,1374,12,3,3,87,10,2,182,131,138,122,200,98,28,9,2577,1214,4371,309,224,95,10,46,3,0,23,11,21,182,3581,2012,59
60,0,0,5,0,2,0,905,0,0,10,60,243,90,12,1,6,0,0,11,7,0,14,3,3,138,226,466,2,186,146,29,187,328,1,697,191,1154,489,48,2,231,560,1115,111,1,15,15,16,38,44,0,50,73,50,22,18,864,6,0,0,0,18,319,0,0,77,536,986,410,84,0,170,164,138,3,0,2,5,3,1,88,48,9,5,6,4,5,0,121,177,468,5,28,42,0,0,1,0,2,0,1,3,382,2012,60
61,0,0,0,0,0,0,326,0,0,2,12,127,34,8,0,3,0,0,0,0,2,1,0,5,25,54,132,4,70,66,17,12,147,0,68,79,195,146,22,0,100,145,390,21,1,5,8,9,19,26,0,26,30,11,10,21,195,18,6,0,0,52,54,0,0,105,323,469,5,1,0,61,68,48,0,0,0,4,0,0,0,2,2,0,8,2,0,0,167,37,208,26,5,0,0,0,0,0,0,1,2,3,147,2012,61
62,0,0,13,1,19,6,6893,0,0,49,116,1951,632,156,2,61,0,4,9,11,6,25,8,32,336,483,2483,49,783,1154,121,587,1123,3,1254,757,3105,1634,220,8,1222,2658,4506,327,1,75,141,99,298,248,0,553,386,172,54,323,2336,62,1,5,3,187,1165,1,1,594,3293,3936,1696,288,29,658,464,475,10,0,1,103,22,4,680,23,40,38,98,27,27,2,1118,447,2243,160,72,14,3,5,6,1,2,6,3,41,2254,2012,62
63,0,0,1,0,5,0,857,0,0,6,23,348,99,8,1,6,0,2,2,2,3,15,2,8,109,197,712,23,320,86,30,559,402,0,581,327,1427,649,97,6,326,827,1415,86,3,16,8,21,29,37,0,78,126,35,25,34,457,5,0,2,0,39,363,0,1,200,975,1037,56,7,0,123,116,162,0,0,0,6,2,1,13,23,18,28,29,11,2,0,276,246,803,34,36,6,0,22,1,0,1,1,10,6,323,2012,63
64,0,0,1,0,11,0,817,0,0,8,52,375,129,31,1,10,0,2,3,4,5,6,6,6,170,190,798,87,400,315,80,573,574,3,353,625,1802,531,63,0,249,968,1619,137,2,20,34,11,38,54,2,77,97,49,71,78,1039,7,0,0,2,29,158,0,0,212,813,1523,1651,104,30,148,146,173,5,0,0,10,4,0,109,12,21,8,39,5,0,0,286,233,642,89,31,22,2,17,0,0,1,2,5,39,358,2012,64
65,0,0,1,0,2,1,346,0,0,1,8,159,25,13,0,4,0,0,0,0,0,1,0,1,54,63,311,7,94,75,23,214,205,0,106,115,375,214,18,0,168,270,673,29,1,7,4,6,18,24,1,42,24,7,3,28,210,6,1,1,0,9,25,0,0,44,163,346,42,0,2,38,37,57,0,0,0,1,1,0,2,2,3,1,14,1,1,0,66,65,328,1,17,2,0,1,0,0,1,0,0,0,76,2012,65
66,0,0,1,2,16,2,811,1,0,6,30,405,95,28,2,9,1,4,4,3,3,17,5,7,0,184,702,17,185,226,33,213,202,0,419,240,663,549,32,0,227,337,880,132,1,17,0,13,19,14,0,77,43,20,45,46,322,6,3,4,0,20,89,0,1,161,415,319,4985,90,51,142,129,117,5,2,0,7,1,1,248,73,162,15,26,4,2,0,134,174,319,11,42,46,4,8,1,2,2,13,3,24,268,2012,66
67,0,2,8,0,16,1,1842,0,0,28,100,1164,495,63,9,28,0,8,10,10,3,93,10,12,365,413,794,17,309,801,32,888,722,0,345,487,1064,927,101,2,706,1251,3267,200,29,37,40,77,72,144,1,382,283,127,68,232,1582,5,4,12,33,143,682,0,0,550,1415,1804,1628,167,39,435,352,318,3,2,5,20,19,1,58,73,172,142,38,16,14,1,291,236,1925,391,59,31,4,28,4,1,18,3,22,47,1007,2012,67
68,0,0,1,0,10,0,1340,0,0,14,116,653,213,47,0,22,0,0,5,6,4,27,5,3,189,229,601,14,188,531,36,121,519,0,275,268,718,649,44,0,416,679,1535,230,3,12,21,27,38,39,1,228,136,82,59,33,653,8,2,0,2,22,556,0,0,237,1165,1140,492,110,13,309,290,253,0,0,2,4,2,0,36,56,72,19,27,24,5,1,190,159,675,61,46,21,0,18,2,0,4,2,3,9,589,2012,68
69,1,0,7,0,17,1,5051,0,0,62,209,2614,985,174,2,109,4,13,44,26,12,189,5,20,1527,1497,4846,39,1161,2409,136,787,3058,4,2842,1435,6328,3402,254,0,1930,2492,14402,815,34,115,92,156,156,279,0,719,376,296,54,276,5466,5,48,6,3,118,1381,0,0,1256,3944,4567,1279,60,25,1050,1272,1242,5,2,15,18,2,0,127,148,116,128,251,68,17,1,1564,1603,3898,91,107,45,6,24,0,0,7,2,6,480,2219,2012,69
70,0,0,0,0,1,0,212,0,0,1,11,42,12,2,0,2,0,0,0,1,0,2,1,3,19,19,104,2,38,33,3,24,77,0,26,45,96,73,7,3,64,126,183,12,0,7,5,7,3,10,0,5,25,4,3,22,200,1,1,0,0,7,34,0,0,26,66,101,9,0,0,30,23,55,0,0,0,1,0,0,0,2,0,1,1,2,2,0,79,32,111,10,5,0,0,1,0,0,0,0,0,0,62,2012,70
71,0,0,2,1,3,1,619,0,0,11,16,245,89,13,2,7,0,1,2,1,1,12,0,3,60,63,633,14,187,170,23,98,434,0,197,245,331,301,26,2,182,470,640,76,2,12,15,18,31,19,0,80,87,51,4,64,603,4,1,2,0,35,133,0,0,130,320,728,13,0,1,109,106,134,2,0,0,10,4,5,4,4,5,3,21,10,7,0,246,149,442,2,10,0,0,9,0,0,0,1,0,35,187,2012,71
72,0,0,2,0,4,2,724,0,0,6,22,385,162,19,0,6,0,1,2,3,1,25,3,7,61,160,343,2,118,126,10,300,191,0,197,317,590,351,12,0,343,359,950,98,0,27,29,0,61,0,0,220,64,10,1,37,479,0,5,2,0,20,158,1,0,130,489,761,37,0,7,122,146,191,0,0,0,2,1,0,5,6,4,0,16,1,8,0,354,209,373,6,12,2,0,2,0,0,0,0,1,1,192,2012,72
73,0,0,0,0,0,0,698,2,0,10,32,218,89,11,0,10,0,1,1,6,1,8,2,4,94,136,469,6,151,192,30,148,307,0,310,256,470,377,9,0,154,392,977,70,2,8,3,20,21,19,0,31,48,36,11,26,467,14,1,0,0,13,156,0,0,63,501,682,3557,183,2,106,87,94,0,0,0,4,2,0,384,75,127,9,6,4,3,0,183,179,467,9,58,52,4,5,0,0,5,1,6,9,197,2012,73
74,0,0,1,0,3,0,703,0,0,8,38,313,122,37,0,23,0,0,5,8,0,7,1,5,118,150,701,19,134,300,58,215,406,2,312,414,498,274,15,0,244,714,391,156,3,19,5,17,11,28,1,41,92,89,32,128,1030,4,23,1,2,11,80,0,0,90,796,814,1463,140,4,149,84,220,3,0,3,7,0,0,131,30,18,2,47,5,3,0,179,107,423,37,40,26,2,14,0,1,3,6,4,10,330,2012,74
75,2,7,49,13,115,6,8664,1,0,143,1201,3141,1558,343,17,160,7,45,86,73,33,1094,40,168,8953,6735,8010,103,2452,1447,679,19864,4975,13,2631,6565,10405,2200,191,1,3871,5976,37056,3173,57,319,159,527,41,2268,0,390,828,330,701,833,9791,1126,28,3,39,90,377,1,1,1107,7476,6155,5926,28,515,2203,2683,2558,2,234,11,38,8,1,574,422,177,31,342,112,91,41,3466,4734,9276,45,514,60,6,160,0,0,136,19,241,2111,7587,2012,75
76,0,0,9,0,16,2,3472,1,0,36,180,2149,951,150,9,30,0,4,23,13,6,73,12,19,751,992,2281,23,726,1006,93,781,985,2,1615,942,3460,2441,180,1,1009,2644,3328,416,4,76,44,48,158,271,1,424,369,148,46,267,1670,20,28,0,0,85,915,0,1,690,3684,4500,915,52,34,517,588,455,9,0,2,37,12,4,108,60,63,31,94,14,10,1,1513,572,2387,40,77,23,1,10,2,0,6,3,4,14,1607,2012,76
77,0,0,6,0,20,2,3476,0,0,35,182,1568,327,87,6,50,0,7,48,33,5,172,21,28,1266,1418,4864,98,740,796,111,1873,2247,12,3037,734,4830,3020,222,9,1443,2260,3957,366,6,55,102,88,124,217,0,482,171,186,45,263,5142,21,5,1,1,94,634,0,0,630,2205,3249,1187,108,336,640,660,825,1,0,4,28,20,4,167,90,57,15,128,35,20,2,1088,883,2845,73,215,90,3,14,6,8,8,19,4,33,1760,2012,77
78,0,0,4,1,43,3,3002,0,0,47,206,1544,478,113,4,38,2,4,11,32,9,171,21,14,1222,1423,4645,47,555,669,188,1278,2924,4,2415,1102,3911,3218,140,0,989,3166,5917,440,2,50,73,100,123,174,0,506,313,192,114,223,5316,125,6,6,1,43,763,1,0,572,3141,5331,1413,74,71,735,813,813,5,0,2,17,10,2,75,107,119,22,178,42,25,0,1268,1251,3981,96,147,76,0,42,3,3,16,8,15,208,1867,2012,78
79,0,0,0,0,1,1,202,0,0,4,11,52,22,4,0,2,0,0,0,3,0,3,0,0,20,41,206,5,69,61,9,71,208,0,83,133,225,181,10,1,137,244,402,34,0,3,11,22,22,25,0,70,29,13,3,38,194,2,1,1,0,3,33,0,0,63,203,326,16,0,1,51,67,48,0,0,1,4,0,0,0,1,1,0,3,1,0,0,246,70,203,5,3,0,0,2,0,0,0,2,0,8,104,2012,79
80,0,0,2,1,33,0,1173,0,0,7,46,578,217,47,0,10,0,1,7,8,6,50,9,5,216,293,667,6,269,217,41,193,327,0,498,439,640,512,31,1,440,931,1706,28,0,30,33,37,65,48,0,211,141,28,29,19,618,1,3,6,1,125,363,0,0,326,654,1017,113,2,52,180,288,170,1,0,0,11,2,0,12,12,15,3,21,5,16,0,306,209,591,109,39,5,2,2,1,0,4,1,0,6,763,2012,80
81,0,0,2,0,4,2,450,0,0,1,8,146,54,11,0,5,0,0,0,2,3,10,1,5,73,53,797,45,158,157,19,64,176,0,132,214,555,250,15,0,157,359,456,70,0,16,5,11,24,3,0,60,41,18,6,60,456,1,0,2,1,25,142,0,0,88,444,529,19,1,0,85,66,65,1,0,0,8,4,6,2,6,4,6,18,1,1,0,131,69,277,36,7,1,0,2,0,1,1,15,1,4,131,2012,81
82,0,0,1,0,1,0,315,0,0,4,11,161,27,10,0,2,0,0,0,0,0,5,3,2,42,39,474,12,125,89,9,58,111,0,136,94,327,195,13,3,112,242,371,9,0,8,0,5,3,15,0,65,22,8,3,13,130,1,0,2,0,11,62,0,0,57,161,194,15,0,1,62,47,31,2,0,0,10,0,0,1,0,5,1,11,2,0,0,191,71,299,52,4,0,0,1,0,0,0,5,1,1,87,2012,82
83,2,0,2,1,10,0,2485,0,1,24,78,1070,356,111,0,50,1,9,12,7,9,37,9,12,588,448,2092,131,457,457,44,1119,605,1,973,1645,2357,925,99,0,398,796,4694,152,2,19,39,52,63,174,0,280,128,124,48,150,2795,1,31,9,29,22,305,0,0,140,1012,1016,761,29,74,398,377,505,2,2,9,26,11,0,36,30,42,17,97,9,7,1,639,632,1796,42,74,39,0,19,0,0,5,141,8,30,843,2012,83
84,0,0,3,0,4,1,998,0,0,8,21,490,119,46,1,54,0,5,16,4,3,25,1,7,263,311,1462,16,274,313,40,219,471,2,758,300,1140,654,63,5,79,619,1502,162,3,16,16,19,41,41,0,91,91,90,12,44,593,13,1,2,2,21,373,0,0,157,661,984,483,45,0,210,163,182,0,0,0,11,8,1,55,9,12,8,36,10,6,2,376,314,887,24,76,39,4,8,1,4,3,22,3,5,411,2012,84
85,0,0,0,0,6,0,282,0,0,2,20,141,39,15,1,2,0,1,1,3,1,4,0,3,16,25,250,26,109,93,14,44,191,0,95,163,327,172,15,1,91,356,501,40,0,13,14,2,21,11,0,35,42,17,7,70,274,4,0,3,0,11,45,0,0,95,286,360,11,0,0,58,72,54,0,0,0,5,5,4,1,0,2,2,4,1,0,0,144,52,199,11,2,0,0,0,1,0,1,5,0,3,100,2012,85
86,0,0,1,0,5,0,504,0,0,6,11,152,92,9,0,3,0,0,2,2,2,9,1,1,33,56,409,16,141,43,26,253,503,0,159,210,494,429,38,0,225,137,757,64,3,25,20,26,23,40,2,69,29,8,7,59,490,4,0,0,0,8,80,0,0,119,506,801,127,2,0,138,127,154,1,0,0,7,4,2,13,6,2,2,6,2,1,0,196,82,455,41,19,3,0,2,1,0,9,1,1,3,260,2012,86
87,0,0,1,0,4,0,604,0,0,1,37,165,79,8,0,15,0,2,6,1,6,24,4,2,45,82,568,17,207,127,8,363,379,0,165,165,965,513,29,0,0,351,1046,77,5,4,12,18,19,41,1,94,45,27,34,49,337,3,8,0,1,21,100,0,0,101,378,417,181,36,11,68,85,116,0,0,0,1,1,0,29,6,3,1,42,2,2,0,198,120,421,22,19,11,0,5,0,0,1,0,0,2,224,2012,87
88,0,0,0,0,1,0,312,0,0,4,6,66,31,2,0,4,0,1,0,1,2,5,2,8,22,49,366,7,94,99,5,36,103,0,68,51,280,127,33,1,101,257,377,42,0,8,10,5,22,7,0,9,59,18,13,29,345,16,0,0,1,5,19,0,0,88,189,381,9,0,0,73,69,120,3,0,2,4,2,0,0,2,0,0,9,9,0,0,118,51,175,7,7,0,0,1,1,0,0,1,0,6,110,2012,88
89,0,0,0,0,0,0,424,0,0,3,22,187,93,14,1,2,0,0,3,2,1,13,2,7,57,66,264,6,73,83,9,117,229,1,196,128,205,216,16,0,161,365,575,70,0,5,4,13,17,13,0,107,32,12,0,18,450,5,1,1,0,17,161,0,0,67,254,501,36,3,21,83,76,83,0,0,1,3,6,0,8,5,12,1,6,2,0,0,199,88,288,11,2,4,0,6,0,0,0,0,2,1,224,2012,89
90,0,0,0,0,0,0,382,0,0,2,5,121,61,10,5,9,0,3,1,1,0,10,1,3,36,67,198,1,55,88,6,18,167,0,72,45,134,91,11,0,82,287,504,31,0,6,11,0,16,30,0,69,50,18,0,21,336,3,0,0,0,1,76,1,0,23,159,248,34,0,0,73,55,96,1,0,1,0,0,0,5,5,4,3,7,2,0,0,113,44,218,23,5,0,0,4,0,1,4,1,0,16,131,2012,90
91,0,0,8,0,57,0,3568,0,0,46,160,1390,354,109,5,78,0,12,32,19,8,202,8,14,1010,1357,4564,65,555,591,128,1448,1568,5,2740,930,3332,2644,119,2,503,1639,3531,330,10,74,73,103,136,145,1,307,191,102,72,176,3271,42,1,5,2,58,739,0,0,481,2286,2756,1330,84,106,611,742,544,3,0,8,15,12,2,197,102,71,16,71,29,27,0,798,812,2156,37,111,52,1,6,3,4,5,14,5,42,1672,2012,91
92,1,1,11,1,33,3,4113,0,0,48,410,2090,447,150,8,79,2,3,39,28,13,262,29,32,2672,2508,4733,36,636,681,498,3026,1762,6,2359,2841,6725,2566,259,0,1542,4271,10177,763,4,127,88,97,92,261,0,359,452,277,515,213,5879,195,3,7,7,75,526,0,0,669,3540,5276,1926,11,107,970,903,644,2,67,22,9,2,1,72,87,94,22,248,56,58,2,2332,2146,5842,51,99,36,0,34,4,1,2,3,29,149,2315,2012,92
93,1,2,8,2,42,2,9448,0,2,148,557,3312,559,333,12,130,4,13,54,51,21,302,52,28,7470,5285,8643,43,957,911,372,4784,2545,22,5660,1852,12287,4135,300,2,1430,2748,10173,2148,7,267,108,157,148,304,2,680,483,298,795,204,8074,491,13,8,8,84,1456,0,4,994,7404,8526,2750,36,192,1537,1703,1189,2,6,14,37,3,2,115,165,136,25,176,47,63,4,1807,1489,4887,33,265,101,3,26,1,1,24,22,25,90,3662,2012,93
94,0,1,13,3,71,2,4775,0,1,48,461,1825,342,134,7,134,3,19,38,39,16,247,22,35,2706,1860,5651,21,797,881,283,2905,2025,9,3228,2372,7351,4088,250,0,801,2955,7372,1085,2,118,97,128,168,138,0,385,297,139,306,201,5296,40,2,2,2,66,570,0,0,573,3841,4382,2435,90,155,806,867,986,2,0,7,22,11,1,209,111,75,50,84,19,35,2,1259,1460,4027,51,167,47,3,25,3,0,4,11,13,43,2131,2012,94
95,0,0,3,1,29,0,4279,0,1,53,246,1951,518,147,6,81,0,19,44,27,11,308,22,26,2164,1778,4740,38,487,730,194,3638,1501,3,3506,967,4940,3084,157,0,973,2116,3311,489,1,99,96,69,184,172,1,372,275,133,72,176,4312,24,9,20,4,45,717,1,3,492,3204,4069,3300,151,888,711,714,748,7,0,17,27,8,1,521,168,70,14,173,26,58,2,818,1042,3443,27,153,91,1,8,6,1,42,7,6,168,2397,2012,95
971,0,1,19,0,20,2,1002,0,1,12,36,427,42,40,0,31,0,9,157,2,8,161,2,9,354,262,878,11,111,119,7,45,41,0,320,249,1058,249,20,4,118,90,464,14,2,11,15,11,14,22,0,88,26,33,176,28,494,7,31,4,0,4,45,0,0,44,305,535,1240,145,1,40,56,275,0,0,0,9,8,0,8,11,20,5,14,5,3,2,117,32,272,4,87,76,1,19,8,1,20,6,4,4,158,2012,971
972,0,0,3,0,17,0,1220,0,0,9,68,623,83,53,1,20,0,6,79,1,2,67,4,2,288,324,731,1,83,74,6,101,145,0,202,186,1031,258,22,3,104,341,395,54,2,27,33,16,38,27,0,81,51,54,17,42,780,19,1,0,0,3,16,0,0,50,259,398,581,142,2,94,179,318,1,0,0,2,4,2,12,3,13,3,20,8,0,1,93,62,325,11,83,70,0,1,1,0,0,4,0,0,273,2012,972
973,0,0,6,0,10,5,900,0,0,9,21,193,32,22,0,5,0,4,37,0,1,67,1,5,291,196,288,3,117,38,6,17,39,0,48,229,588,44,8,1,79,0,2,111,3,18,16,10,0,28,0,82,40,8,19,23,366,14,3,0,1,1,8,0,0,32,96,166,9955,346,13,77,122,162,1,6,0,1,38,0,51,4,15,4,6,1,0,0,89,30,176,5,206,162,0,1,1,0,43,6,2,52,172,2012,973
974,0,0,9,0,3,1,1689,0,0,7,58,845,110,60,1,8,0,1,10,5,3,29,12,7,136,417,843,10,390,197,3,53,176,0,311,457,1227,522,55,15,276,957,1012,118,0,24,54,31,60,44,1,198,62,26,15,24,358,10,11,5,0,35,200,0,0,154,514,1346,58,13,2,80,192,151,0,0,0,8,11,3,4,8,5,1,17,6,0,0,260,70,446,26,44,3,0,3,1,0,1,11,3,15,355,2012,974
976,0,0,2,0,4,0,342,0,0,1,5,86,8,10,0,0,0,0,1,2,2,29,0,4,105,124,547,0,232,58,1,20,33,0,35,113,444,34,2,1,26,467,103,0,0,0,13,6,8,10,0,28,6,2,1,2,81,0,1,0,0,3,12,0,0,17,96,214,7873,336,0,22,64,38,0,0,0,3,2,0,269,0,1,0,0,6,2,0,1,7,83,9,26,90,0,1,0,0,37,1,0,1,71,2012,976
987,0,0,0,1,0,0,343,0,0,3,3,38,16,17,0,0,0,0,0,2,0,3,0,0,20,93,175,0,57,44,0,16,53,0,24,100,621,33,7,0,28,311,549,2,0,8,13,16,26,72,0,39,12,16,4,35,469,0,0,0,0,0,7,0,0,8,42,68,63,19,0,27,13,8,0,13,0,4,0,0,0,1,3,1,2,6,0,2,52,28,216,1,8,4,0,2,0,0,2,0,0,6,157,2012,987
