DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
47,0,0,0,0,1,0,354,0,0,6,4,162,53,16,0,1,0,0,4,0,1,2,2,6,47,55,507,18,131,135,25,217,111,2,97,115,330,139,7,1,123,299,380,38,0,16,2,6,20,16,0,49,24,18,1,7,197,0,1,0,0,2,31,0,0,49,192,211,20,1,0,66,64,43,1,0,1,7,0,2,2,4,2,1,9,4,0,1,32,70,239,10,0,0,0,1,0,0,0,0,0,1,188,2015,47
48,0,0,0,0,0,0,53,0,0,0,2,31,7,0,0,0,0,0,0,0,0,0,0,1,4,1,10,1,7,8,0,11,21,0,3,15,34,9,0,0,0,39,0,10,0,1,4,4,4,2,0,4,6,0,0,6,47,0,0,0,0,2,1,0,0,7,6,12,3,0,1,18,8,3,0,0,1,1,1,0,3,0,4,0,0,1,0,0,3,11,19,1,0,0,0,0,0,0,0,0,0,0,28,2015,48
49,0,0,2,0,8,0,1037,0,1,13,44,421,209,31,0,12,0,1,8,6,1,14,4,5,125,146,211,25,289,439,60,420,508,0,244,310,1087,665,39,6,346,1234,1463,205,2,43,43,60,12,28,1,241,73,30,29,140,1083,1,4,0,2,44,253,0,1,225,754,639,0,1,2,134,135,206,4,0,2,10,1,0,5,8,11,2,16,12,2,2,341,305,967,20,15,2,0,10,1,0,4,3,1,8,440,2015,49
50,0,0,0,0,1,3,499,0,0,7,24,196,79,24,0,2,0,0,0,1,0,3,0,2,31,43,157,15,67,101,28,135,205,0,68,97,318,141,22,2,124,407,232,46,0,10,16,14,36,38,0,98,29,18,4,81,385,1,1,0,2,14,47,0,1,71,376,400,2,52,7,102,83,52,0,0,2,7,4,1,80,17,16,0,8,8,0,2,140,70,419,6,9,8,0,0,3,0,1,1,0,5,270,2015,50
51,0,0,1,0,13,1,1701,0,0,43,78,814,314,83,1,7,0,3,2,3,3,34,10,6,314,351,1121,18,261,493,31,576,386,0,623,351,1275,818,67,4,361,1030,1500,291,2,38,15,55,67,68,0,314,122,38,25,113,1002,3,1,0,0,28,413,0,0,106,1215,1122,1,3,1,297,343,339,2,1,5,7,1,0,7,15,7,3,28,10,1,0,253,312,1153,15,22,0,0,13,3,0,7,12,1,13,744,2015,51
52,0,0,0,0,3,0,287,0,0,3,21,167,52,17,0,0,0,4,0,0,0,3,0,7,19,25,199,4,35,63,5,26,105,0,48,52,101,98,8,0,23,171,245,17,0,4,5,7,8,21,0,58,11,5,2,12,198,0,1,0,0,17,44,0,0,26,70,28,9,0,6,61,46,63,1,0,0,4,0,0,1,0,2,0,7,0,0,0,45,29,171,2,3,1,0,0,0,0,0,0,0,0,118,2015,52
53,0,0,0,0,0,0,364,0,0,2,19,179,71,10,0,3,0,1,0,5,1,3,0,2,19,38,119,8,81,55,24,107,83,1,62,42,237,163,13,4,109,216,285,34,0,0,10,15,22,11,0,69,39,9,10,21,177,3,1,1,0,19,34,0,0,80,100,84,0,0,14,46,42,39,0,0,0,6,5,0,2,3,2,1,7,2,0,0,107,61,210,4,8,0,1,1,2,0,0,0,0,2,171,2015,53
54,0,0,2,0,13,0,1775,0,0,31,105,681,333,48,0,10,0,3,3,8,6,23,8,19,118,184,1246,37,412,491,59,813,1320,1,569,232,1708,849,102,6,773,1386,2532,344,2,48,40,78,76,93,0,430,224,71,72,184,1811,5,6,0,0,69,314,1,0,375,1039,962,234,66,3,279,292,464,4,1,8,20,11,1,8,21,31,6,56,19,4,1,575,465,1561,10,46,6,1,23,3,1,6,10,3,8,881,2015,54
55,0,0,0,0,2,0,180,0,0,1,9,106,57,10,1,1,0,1,0,1,0,1,3,1,7,14,150,3,42,70,10,33,116,0,56,30,180,61,21,3,86,87,216,29,0,8,10,0,12,14,0,38,23,15,5,49,231,2,1,0,1,3,20,0,0,34,109,74,7,1,2,27,26,69,1,0,0,0,1,0,1,1,2,0,4,0,1,0,46,44,154,3,1,0,0,2,0,0,2,1,0,2,92,2015,55
56,0,0,0,0,4,1,760,0,0,11,45,308,74,30,2,5,0,3,1,0,0,6,2,3,54,97,420,23,203,252,41,267,180,0,145,213,573,286,35,1,64,701,955,68,1,16,3,22,48,25,0,113,31,18,23,114,492,3,0,0,0,59,74,0,1,145,464,679,5,0,2,77,109,104,0,0,3,11,0,0,8,2,9,1,35,7,1,0,124,161,658,5,8,1,0,6,0,0,0,2,1,4,288,2015,56
57,0,0,2,0,14,1,2028,0,0,42,102,952,426,70,0,12,0,3,11,13,5,36,4,16,221,276,1491,21,406,706,57,879,686,0,643,267,1845,680,86,4,499,1525,1851,191,0,16,26,57,81,83,0,314,116,91,119,102,1270,3,5,0,5,83,417,0,0,357,1669,2226,449,93,14,256,293,331,4,0,3,16,15,0,73,92,25,3,70,17,3,2,185,368,1369,10,55,46,1,4,0,1,8,12,2,3,910,2015,57
58,0,0,0,0,1,0,150,0,0,0,4,58,44,3,0,1,0,0,0,0,0,2,1,0,23,31,179,15,44,84,7,17,65,0,47,60,176,69,6,0,0,114,259,24,0,3,3,7,6,8,0,27,11,4,3,22,162,0,3,0,0,10,25,0,0,75,129,189,3,0,0,23,23,44,0,0,0,2,1,0,0,0,2,0,0,0,0,0,30,35,134,3,0,0,0,0,0,0,0,0,0,0,83,2015,58
59,2,0,15,2,61,7,9836,1,0,229,418,4268,1682,434,16,123,0,43,46,32,32,210,46,77,1992,2584,8820,196,1767,3938,282,5793,1690,13,6448,1488,15643,4853,442,24,1838,6632,8460,836,17,231,174,282,366,325,1,1817,568,297,401,803,8810,13,15,1,6,207,2113,0,8,1306,5538,3308,57,190,23,883,1020,1279,24,0,22,102,25,4,195,96,98,27,168,262,37,1,2481,1831,5939,36,306,114,8,27,8,2,28,40,15,114,4980,2015,59
60,0,0,3,2,18,0,1169,0,0,41,52,507,237,60,2,10,0,9,8,5,2,23,4,7,190,273,394,10,144,203,37,257,386,0,708,153,726,499,67,2,208,366,1052,139,0,36,17,38,44,22,0,353,54,29,49,79,778,2,4,1,0,28,323,0,0,159,597,407,3,82,6,156,204,145,0,0,6,7,0,0,32,26,79,1,32,22,16,2,290,220,648,4,38,58,1,1,1,0,3,1,2,11,570,2015,60
61,0,0,0,0,1,0,328,0,0,8,9,241,55,19,0,1,0,0,1,0,0,0,1,1,17,32,126,8,53,121,18,45,95,0,99,59,254,157,11,2,67,302,333,124,0,11,2,15,21,23,0,63,21,6,5,30,220,0,1,0,1,37,114,0,0,69,337,252,1,1,2,110,84,60,0,0,0,5,2,0,2,2,6,0,2,0,0,1,86,37,219,4,5,1,0,2,1,0,2,1,0,1,192,2015,61
62,0,1,9,0,43,6,5161,0,2,82,152,1926,840,197,1,49,0,6,19,12,9,65,23,50,425,675,3548,137,952,1757,114,1198,944,11,1455,697,3791,1703,242,16,1043,2612,3419,683,2,77,134,99,355,247,2,1561,344,121,65,278,2671,28,9,0,4,210,1204,0,0,688,2246,1968,64,500,9,513,545,448,9,1,5,72,9,1,751,18,42,7,83,55,11,1,1267,650,2367,53,53,3,4,3,9,1,4,32,4,15,3184,2015,62
63,0,0,5,0,10,0,887,0,0,12,37,397,192,36,1,6,0,1,5,0,1,19,6,10,100,184,1223,42,456,464,25,339,309,0,629,262,1221,571,56,6,286,218,1381,110,0,23,15,40,20,45,1,97,137,23,9,59,559,4,4,0,0,22,207,1,1,250,789,394,1,13,0,114,120,131,1,0,1,8,8,0,27,20,18,7,19,5,2,4,96,303,993,14,35,16,0,22,2,2,10,12,8,12,501,2015,63
64,0,0,1,0,9,1,1125,0,0,9,55,469,186,69,1,12,0,3,4,2,1,8,4,15,112,211,1191,90,394,368,119,720,439,0,299,554,1633,465,66,4,365,878,2015,206,0,21,26,20,35,49,2,125,61,41,60,128,1175,3,10,0,2,20,67,0,1,233,522,658,598,61,20,141,152,150,3,0,1,17,2,0,73,10,40,4,28,7,1,2,277,330,1066,33,39,33,1,10,3,0,5,8,4,17,501,2015,64
65,0,0,1,0,0,0,347,0,0,3,15,181,60,11,0,3,0,1,0,3,1,3,0,2,42,60,319,8,158,117,21,176,183,0,178,127,500,183,23,3,124,0,549,50,0,7,4,4,20,9,0,36,45,17,7,19,179,3,1,0,0,9,51,0,0,68,216,244,3,0,1,46,40,38,0,0,0,4,2,0,0,2,7,0,8,3,1,0,201,75,242,2,14,2,1,9,1,0,0,2,0,2,139,2015,65
66,0,0,2,2,7,1,866,0,0,28,25,448,116,40,1,1,0,7,4,2,0,33,3,7,293,201,702,41,182,227,26,222,187,0,392,162,703,357,17,1,175,396,1138,66,3,24,14,20,33,36,0,111,45,34,110,68,530,0,15,0,0,16,97,0,0,149,507,432,3334,121,21,144,158,101,2,1,1,5,3,1,168,38,43,3,21,3,0,0,214,148,419,5,48,55,2,2,1,0,1,9,2,11,407,2015,66
67,0,1,7,1,26,1,2137,0,0,43,142,1260,512,112,2,16,0,4,4,6,6,36,18,7,241,306,795,18,284,713,38,868,724,0,272,376,1349,567,95,2,559,1549,3488,296,1,61,48,79,85,10,2,436,141,73,78,304,1549,19,20,0,14,96,817,0,0,301,1208,1106,474,72,51,379,380,384,7,2,9,12,6,1,63,70,100,43,58,31,7,2,335,324,1950,114,59,24,0,32,7,2,32,7,13,42,1080,2015,67
68,0,0,1,0,13,0,1562,0,0,37,100,867,325,85,0,8,0,3,4,2,5,23,7,16,199,270,786,17,188,527,51,236,396,0,238,241,951,234,29,0,291,960,1703,205,3,31,25,42,23,54,1,297,99,72,33,100,866,1,3,1,0,30,290,1,1,270,771,517,69,10,11,286,293,229,4,0,6,11,1,0,37,41,24,2,23,26,5,0,93,164,850,36,42,14,2,10,3,0,2,5,3,3,672,2015,68
69,1,1,12,1,36,1,5972,1,0,128,406,2590,1135,204,9,71,1,11,30,19,8,179,33,43,1387,1585,6100,130,2096,3248,165,1703,2652,5,3112,1302,7749,2500,208,4,2304,4452,13092,1008,23,135,68,214,185,278,4,906,371,218,166,520,6535,7,39,3,2,136,1212,1,0,877,3323,2355,64,67,44,858,1134,1207,9,0,27,26,11,0,178,133,88,46,140,118,13,1,1300,2278,4294,47,211,64,3,22,8,0,57,12,3,358,2818,2015,69
70,0,0,0,0,0,1,219,0,0,7,11,128,35,7,0,2,0,0,0,3,1,2,1,4,17,7,87,1,60,53,5,29,58,0,50,22,220,58,10,2,85,128,240,28,0,6,7,14,3,11,0,39,8,7,1,40,99,1,0,1,0,3,46,0,0,38,71,60,0,0,0,33,22,34,0,0,0,3,3,0,1,0,1,0,5,3,0,0,49,48,148,3,1,0,0,0,1,0,1,1,0,0,81,2015,70
71,0,0,2,0,5,0,733,0,0,8,42,335,123,24,0,2,0,0,1,2,2,3,2,4,53,75,420,12,156,223,30,119,294,0,180,214,534,274,21,3,176,536,840,95,2,19,18,20,48,32,0,125,41,46,7,90,570,1,4,0,1,62,151,0,0,186,231,387,0,1,3,97,107,148,1,0,1,8,2,0,6,6,9,5,11,19,3,0,168,89,633,12,29,0,0,7,2,1,1,2,1,6,219,2015,71
72,0,0,2,0,1,1,805,0,0,7,41,464,185,45,1,6,0,3,5,3,0,15,9,6,95,234,386,4,146,194,44,393,152,0,198,269,692,288,8,1,326,709,1024,159,0,0,27,0,55,50,0,245,55,18,1,71,583,2,10,0,0,17,141,1,1,128,626,441,1,3,2,127,120,163,1,0,0,6,0,1,10,17,6,1,16,7,0,0,173,304,748,3,16,1,0,2,3,0,11,0,0,5,387,2015,72
73,0,0,1,0,2,0,487,0,0,11,35,197,111,22,0,7,0,0,3,3,1,0,1,3,64,111,420,16,172,327,19,224,206,0,274,208,671,273,27,1,127,564,520,94,1,13,4,21,16,24,0,57,45,28,10,41,452,0,2,0,0,12,120,0,0,75,313,206,486,176,5,77,73,115,1,0,4,3,0,0,336,48,56,1,15,8,1,0,97,133,472,10,15,43,0,3,0,0,5,2,0,2,236,2015,73
74,0,0,6,0,6,0,661,0,0,15,38,284,130,35,0,10,0,4,2,10,1,8,8,1,60,112,627,35,185,358,60,271,366,0,236,309,701,181,22,3,195,423,616,173,1,17,4,6,33,22,0,88,48,55,45,124,1120,4,15,0,3,7,54,1,1,93,382,288,598,77,8,149,125,235,2,0,3,4,2,1,78,11,19,2,18,11,6,1,264,152,596,17,46,20,1,14,6,0,3,6,2,34,297,2015,74
75,0,3,52,4,191,7,10357,0,0,229,1469,4408,2685,637,13,108,3,49,124,45,46,476,90,100,6893,5956,9652,416,2011,2144,570,26241,3946,4,2786,5821,11514,2316,259,2,3420,8338,50075,3594,70,444,146,690,288,725,4,937,441,218,845,1536,9559,69,60,1,163,63,329,3,5,902,10995,3215,229,47,82,1612,2661,2683,25,98,71,23,6,0,593,264,152,21,211,265,24,25,9149,9264,12131,23,786,150,8,109,23,1,549,13,102,3844,8885,2015,75
76,1,0,16,2,35,2,3519,0,0,58,245,1864,539,151,4,30,1,2,22,4,5,49,20,19,628,700,1710,109,604,1581,130,1304,1218,1,1325,791,3375,1691,177,4,867,2675,3228,378,4,48,129,130,234,193,1,716,208,70,71,199,2995,15,16,4,2,90,753,0,2,641,2454,2479,22,59,23,485,520,524,7,0,13,23,9,3,59,49,35,10,76,49,4,2,459,843,2154,15,67,17,0,11,3,0,5,9,2,21,1498,2015,76
77,1,0,5,0,28,0,4064,0,1,89,324,2074,786,202,1,64,0,13,36,23,15,131,17,25,1120,1108,4409,153,793,1191,166,2492,1782,12,3012,737,5589,2552,298,11,1350,2002,3818,435,3,74,93,134,187,167,0,1116,207,139,92,301,4718,11,8,2,2,78,611,0,1,616,2297,2011,32,99,94,667,849,818,7,0,33,44,27,0,182,52,51,14,103,99,16,5,1313,1122,3717,58,206,102,4,9,11,2,12,44,8,117,2443,2015,77
78,0,0,5,3,32,0,3791,2,2,110,318,2114,858,203,2,59,2,27,28,6,7,79,24,33,963,1011,4181,121,695,1286,175,2432,2089,2,3004,837,4498,2683,182,3,922,2725,5004,771,4,99,91,118,188,222,2,863,314,179,242,379,5959,11,4,6,5,89,557,0,3,493,2588,2529,25,63,44,600,867,702,12,0,8,40,6,1,202,84,89,7,144,141,18,0,1610,1568,4558,28,230,96,3,29,7,1,27,19,13,219,2427,2015,78
79,0,0,0,1,0,0,239,0,0,7,14,109,65,12,0,0,0,0,0,1,0,3,2,5,40,63,300,14,62,122,3,62,116,0,101,93,284,116,12,0,90,48,344,31,0,13,5,1,10,0,0,70,24,8,4,18,227,1,0,0,0,6,18,1,0,28,128,61,0,0,1,33,58,33,0,0,3,2,1,0,3,0,3,0,2,3,0,0,88,66,252,2,3,0,0,0,0,1,2,2,0,0,131,2015,79
80,0,0,5,0,9,0,1172,0,0,32,64,696,232,50,1,2,0,2,4,2,2,18,5,8,152,241,636,38,217,467,36,448,330,0,418,272,963,414,45,1,306,84,1019,151,1,43,39,52,78,58,1,296,100,38,43,87,875,3,1,1,0,141,367,0,3,138,468,362,12,13,7,163,163,147,4,0,0,14,1,0,33,10,9,3,19,20,1,0,244,224,696,12,22,2,0,1,0,0,4,4,3,7,616,2015,80
81,0,0,1,0,1,0,399,0,0,12,13,171,67,19,1,9,0,1,4,1,3,4,8,3,51,92,631,21,123,198,46,145,143,3,152,212,531,168,10,4,132,232,719,46,0,10,10,19,26,13,0,90,45,21,3,29,190,0,0,0,0,67,104,0,0,125,446,223,7,0,9,63,76,31,0,0,1,4,2,0,5,2,4,0,8,16,4,0,105,101,342,8,9,1,0,7,1,0,1,2,1,1,217,2015,81
82,0,0,0,0,4,0,289,0,0,8,10,144,48,13,0,4,0,1,1,0,3,3,5,1,49,42,345,22,132,77,9,137,174,0,141,92,382,139,11,2,77,349,372,30,0,2,11,6,22,9,0,80,12,5,4,5,185,1,1,0,0,2,31,0,1,58,162,153,1,3,0,39,41,59,0,0,0,7,2,0,1,2,4,0,7,8,1,1,54,101,257,7,11,0,0,2,1,0,0,1,0,1,118,2015,82
83,0,0,6,3,26,1,2926,1,0,40,131,1273,488,170,0,21,0,10,7,7,7,48,17,22,482,559,2035,283,522,1019,108,1294,565,1,934,1386,2979,925,93,16,365,2688,4238,236,0,30,40,83,111,69,0,368,207,160,86,260,2933,6,40,2,0,46,248,0,1,189,984,876,18,27,65,385,398,530,3,0,9,39,12,0,48,27,32,5,70,18,9,13,454,733,2120,28,98,31,1,8,8,4,17,100,2,130,1158,2015,83
84,0,0,0,1,8,0,1164,0,0,18,73,649,244,60,0,6,1,4,3,6,7,39,5,18,198,245,1261,62,269,390,17,514,344,0,717,238,1177,592,30,17,288,1023,1308,123,3,30,24,33,60,53,2,164,61,50,46,148,738,12,4,0,0,26,278,2,2,131,644,632,30,62,26,181,206,196,3,1,2,13,2,0,36,11,20,4,32,30,2,3,197,301,923,29,90,73,0,7,4,0,6,16,2,12,499,2015,84
85,0,0,0,2,4,0,406,0,0,6,25,161,78,32,1,4,0,0,0,2,0,2,2,1,22,37,316,17,67,104,22,78,157,0,125,164,416,149,12,2,119,428,662,49,0,16,6,17,0,33,0,66,35,17,0,45,293,4,1,0,0,6,32,0,0,67,272,138,3,0,0,60,64,60,0,0,4,6,1,0,1,1,1,3,6,2,1,0,119,75,343,4,4,0,0,1,0,0,2,0,0,7,217,2015,85
86,0,0,3,0,16,1,670,0,0,7,43,311,149,38,1,4,0,6,0,3,2,7,6,4,67,66,533,11,198,177,26,330,326,0,162,257,936,397,42,2,267,595,993,32,0,24,23,34,9,34,1,127,42,10,15,104,563,5,0,0,0,38,110,0,0,377,371,523,1,1,4,90,76,143,1,0,2,2,3,0,14,7,10,1,16,4,0,0,174,174,592,4,13,2,0,6,1,1,2,4,3,7,390,2015,86
87,0,0,0,0,4,0,622,0,0,9,36,222,129,14,0,5,0,1,2,2,0,9,1,6,36,48,540,24,175,221,13,328,277,0,176,210,893,388,31,1,292,275,931,74,5,9,23,17,25,39,0,132,37,28,46,53,354,2,3,0,2,17,79,0,0,161,194,198,6,47,10,54,88,121,1,0,4,5,1,1,17,32,18,2,20,12,0,0,133,146,485,1,47,18,0,4,1,0,1,2,2,4,313,2015,87
88,0,0,1,0,1,1,388,0,0,8,14,134,44,15,0,1,0,1,0,2,0,5,3,0,32,56,277,12,134,164,24,69,133,0,106,51,322,81,15,0,121,316,368,33,2,11,9,10,21,14,0,91,54,17,6,23,274,2,1,0,0,10,22,0,0,82,215,167,0,0,1,80,73,83,3,0,0,8,2,0,1,1,1,1,7,13,4,0,40,54,272,5,0,0,0,0,0,0,0,0,0,2,175,2015,88
89,0,0,0,0,0,0,491,0,0,8,19,244,117,17,0,4,0,1,0,0,1,0,0,3,69,78,238,8,89,84,15,123,191,0,174,94,257,181,11,3,197,302,446,49,0,18,4,1,28,22,1,116,36,20,1,15,323,1,2,1,0,24,99,0,0,90,284,241,13,4,3,61,68,94,2,0,1,3,3,1,3,2,8,1,7,11,8,0,172,105,319,11,10,0,0,1,1,0,0,1,0,1,257,2015,89
90,0,0,1,0,1,0,347,0,0,5,22,150,88,19,0,3,0,0,2,2,4,7,8,4,35,59,214,5,85,172,6,41,129,0,71,46,178,88,18,0,93,284,0,35,0,14,6,4,21,11,0,78,34,15,11,56,228,2,3,0,0,16,67,0,1,40,154,44,6,0,4,52,65,75,4,0,0,4,2,0,1,0,5,0,3,9,0,0,48,64,228,11,4,0,0,2,0,0,0,0,0,4,156,2015,90
91,0,0,8,0,21,0,3570,0,0,88,293,1822,640,192,2,57,2,20,31,17,8,103,20,45,965,1227,3992,95,450,982,206,2274,1103,1,3174,622,4292,2054,187,3,548,2439,3335,428,1,75,94,107,120,139,2,689,270,98,157,236,3474,13,4,1,3,58,441,1,1,363,1733,1113,59,79,39,537,797,478,4,0,17,37,15,0,182,102,88,36,109,86,18,0,892,1246,2501,11,120,82,2,11,3,2,5,36,4,55,2034,2015,91
92,1,0,10,0,49,1,5096,1,1,141,526,2756,999,269,2,79,6,21,44,21,9,177,34,42,2433,2266,4932,127,807,1421,360,5997,1946,2,2802,3138,7408,2941,273,1,1589,5061,13342,910,3,144,115,234,187,245,1,978,369,234,584,335,3574,12,2,1,2,109,602,1,2,511,3827,2995,36,10,84,651,917,567,5,7,34,20,5,0,84,48,83,13,145,90,27,1,5314,4266,6773,15,95,17,0,19,3,2,11,18,20,122,3620,2015,92
93,1,0,11,1,61,0,8551,1,0,239,575,3777,1086,547,4,89,5,47,98,42,40,356,59,83,5770,4737,8039,118,985,1666,360,7480,2360,10,5518,1778,12256,3798,308,0,1166,3857,10892,1756,1,168,134,260,175,277,0,1469,263,154,748,1244,8106,42,20,2,6,96,1124,1,6,819,5541,3879,82,20,72,1136,2030,1216,10,2,70,55,13,0,153,164,118,9,114,152,79,1,1923,2556,4768,31,278,120,2,14,3,2,13,19,14,1575,4273,2015,93
94,0,0,18,3,92,2,4930,2,1,131,416,2298,806,264,8,126,1,53,79,34,19,150,42,43,2362,1707,6273,136,876,1452,338,4224,2307,5,3673,1967,7780,3252,240,7,1106,2978,8558,1109,5,169,139,212,51,195,2,924,285,159,283,576,4654,16,4,2,2,78,605,2,5,549,3206,2603,24,17,67,675,1049,852,5,0,16,27,7,0,147,103,101,15,135,97,25,4,2513,2423,4720,24,316,49,4,40,14,2,33,19,5,218,2726,2015,94
95,0,0,5,0,45,2,3957,0,0,130,305,2126,606,201,2,49,1,27,42,10,8,175,16,34,2025,1860,3854,65,473,883,115,2604,1336,8,3351,715,5086,2337,180,4,774,2102,3431,697,1,95,64,89,102,147,0,723,308,200,182,318,4061,11,9,3,2,46,525,1,0,426,2409,1782,269,247,755,566,897,733,13,0,11,41,10,0,528,147,67,11,113,83,16,0,1024,1258,3712,8,297,220,3,5,2,1,25,25,11,161,2631,2015,95
971,1,1,36,5,30,0,1003,0,0,25,39,425,72,62,2,54,0,11,143,1,3,230,1,3,276,427,801,40,201,155,2,65,51,0,219,216,1385,226,32,4,77,374,685,90,0,23,17,19,27,30,0,114,24,20,227,37,241,3,15,1,0,5,32,0,1,35,275,414,120,80,3,49,71,217,2,0,0,4,4,0,19,20,17,2,8,8,0,0,123,47,246,5,99,94,0,22,0,0,5,8,2,12,275,2015,971
972,0,0,10,1,10,0,972,0,1,14,44,424,122,60,1,21,0,3,110,1,0,66,3,0,128,257,339,10,191,82,13,74,164,1,172,159,1274,140,25,3,103,351,490,62,1,19,13,12,31,16,0,122,20,11,76,43,503,4,1,0,0,1,17,1,0,35,197,168,10,117,8,68,112,222,1,0,0,7,4,0,22,9,18,0,11,1,0,0,127,79,276,2,84,77,0,1,2,0,1,5,0,14,291,2015,972
973,0,1,15,2,18,0,1017,0,0,24,48,275,132,54,0,18,0,7,170,6,5,108,3,6,487,514,322,13,110,88,23,117,53,0,75,456,686,43,25,0,65,403,589,173,0,17,35,11,22,16,0,103,5,7,29,32,253,5,9,1,2,1,21,1,0,28,182,160,1506,243,46,41,79,153,15,2,1,1,14,1,37,3,24,10,4,0,0,2,36,79,228,0,198,131,0,0,1,0,6,9,0,9,288,2015,973
974,0,1,4,0,12,6,1812,0,0,33,69,782,153,90,0,12,0,1,12,10,4,35,3,20,179,489,1179,33,323,309,26,88,130,0,427,498,1723,556,32,10,250,597,714,143,1,34,45,48,103,76,0,282,87,26,16,47,425,8,7,2,17,56,182,0,1,128,437,1060,1,8,3,91,175,250,1,0,3,9,7,2,8,8,11,1,16,3,3,0,245,99,498,62,45,3,1,9,1,1,5,21,2,22,464,2015,974
976,0,0,1,0,4,0,515,0,0,12,21,119,28,19,1,7,0,4,5,5,9,69,4,5,309,262,645,2,194,129,6,133,31,0,98,246,540,66,17,12,37,287,225,56,0,10,39,0,11,9,0,60,3,4,2,3,16,5,1,0,0,1,12,0,1,26,120,208,1461,286,0,24,111,33,1,0,1,3,1,1,91,0,5,0,1,7,0,0,11,16,146,1,89,41,0,2,2,0,20,1,0,34,149,2015,976
987,0,0,0,0,0,0,447,0,0,3,6,76,20,29,0,0,0,2,0,0,0,4,0,1,32,93,198,3,86,45,1,19,80,0,36,146,665,35,5,0,3,286,625,152,0,5,0,22,17,9,0,56,10,15,10,57,475,1,1,1,0,1,2,0,0,11,57,49,52,26,1,33,34,12,0,20,0,6,2,0,1,0,2,0,4,0,0,1,94,22,159,0,7,6,0,6,0,0,2,1,0,2,119,2015,987
