DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
17,0,0,1,1,4,1,893,0,0,14,41,328,110,34,1,5,0,5,3,3,2,13,1,7,112,146,765,87,318,322,41,309,275,0,302,311,1365,502,66,2,379,1162,1720,120,0,28,27,26,33,51,0,120,74,25,23,74,989,1,1,0,0,23,64,0,0,198,775,1162,1,0,3,88,89,228,1,0,0,7,2,1,5,3,11,0,24,14,2,1,255,187,699,18,5,0,0,3,0,0,0,1,0,4,390,2015,17
18,0,0,1,0,5,1,537,0,0,10,24,221,132,28,0,7,0,0,0,1,1,6,4,11,80,85,594,16,126,76,34,106,166,0,154,137,415,252,11,3,153,393,510,59,0,13,10,14,25,29,0,102,38,9,4,40,181,3,2,1,1,23,106,0,0,149,357,149,11,1,4,43,41,56,2,0,1,9,3,0,9,3,9,0,18,16,27,1,96,121,509,2,11,1,0,5,4,0,2,3,0,2,249,2015,18
19,0,0,0,0,1,0,338,0,0,7,11,162,58,29,0,1,0,0,1,1,2,2,0,1,32,25,104,11,95,89,22,102,128,0,74,79,181,97,13,0,85,249,337,27,1,13,6,16,12,1,0,75,33,12,2,5,186,1,1,0,0,3,56,0,0,57,248,114,1,2,3,52,44,71,0,0,0,5,5,0,0,0,0,0,3,1,2,0,101,60,402,3,9,0,0,1,0,0,0,0,0,3,165,2015,19
21,0,0,3,0,27,0,884,0,0,21,63,394,173,24,0,12,1,0,2,0,1,6,7,8,79,126,457,13,168,388,43,260,338,0,212,334,901,267,22,4,285,889,1518,173,4,36,21,41,45,32,1,125,115,44,31,120,419,2,3,0,2,15,147,1,1,197,667,478,1,23,9,102,125,149,2,0,5,10,1,0,18,17,13,2,27,14,5,1,219,291,924,12,19,11,0,17,1,0,6,4,3,14,478,2015,21
22,0,0,1,0,3,0,410,0,0,9,17,183,62,13,0,2,0,0,2,0,0,1,0,3,35,82,282,23,160,183,35,229,242,0,84,165,395,206,14,3,102,325,94,9,0,2,8,19,20,30,0,68,11,11,2,67,303,1,1,0,0,11,43,0,0,99,278,153,0,1,2,82,77,61,0,0,1,6,2,3,16,8,2,1,9,1,2,0,123,143,367,3,6,0,0,1,0,0,2,1,0,1,172,2015,22
23,0,0,0,0,0,0,67,0,0,0,0,23,6,5,0,1,0,0,1,0,0,1,0,1,1,2,38,2,12,41,4,21,37,0,25,12,64,16,2,0,0,36,0,3,0,3,1,2,6,3,0,2,1,2,3,5,50,0,0,0,0,5,6,0,0,19,38,58,2,0,0,9,6,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,1,71,3,0,0,0,0,0,0,0,0,0,0,23,2015,23
24,0,0,6,0,2,4,401,0,0,2,8,136,62,12,0,3,0,0,0,0,1,0,0,6,26,49,298,23,135,93,22,122,224,0,118,113,255,133,17,6,104,312,417,29,0,9,8,17,19,25,0,57,25,20,2,27,245,1,1,0,2,10,26,0,0,52,282,439,3,0,0,47,40,49,1,0,0,7,1,0,1,3,5,0,20,4,0,0,306,79,276,8,7,0,0,2,2,0,2,1,0,1,131,2015,24
25,0,0,3,0,6,1,1385,0,0,27,98,816,286,35,1,14,0,2,2,6,0,14,6,8,143,210,962,28,353,561,20,379,435,4,378,204,935,341,31,0,330,254,1084,122,1,41,20,38,43,64,0,237,64,18,36,108,637,1,5,1,2,162,346,0,0,299,558,401,158,36,7,138,160,248,1,0,8,5,3,0,29,41,8,0,18,9,6,0,394,178,826,82,56,17,1,21,2,0,4,5,2,26,582,2015,25
26,0,0,0,0,16,0,978,0,0,21,53,531,187,36,0,6,0,2,4,2,0,21,5,11,226,195,1214,24,290,434,25,148,276,0,555,298,1166,527,32,3,252,1014,1214,0,1,21,30,21,32,31,0,194,75,28,9,37,756,1,6,0,0,32,250,0,2,223,584,319,10,12,8,133,153,203,0,0,2,14,0,0,1,4,14,6,16,7,0,0,93,191,830,6,18,0,0,5,0,0,4,2,4,5,404,2015,26
27,0,0,1,0,2,0,723,0,0,13,54,262,85,23,0,1,0,1,7,1,2,8,1,4,81,91,336,11,229,177,11,133,175,0,336,123,697,302,45,3,204,209,666,100,0,24,24,27,47,34,0,152,57,31,7,54,533,1,1,0,0,19,139,0,0,66,179,171,0,6,0,131,143,96,1,0,3,4,2,0,5,5,7,0,8,5,0,0,153,145,582,10,14,1,0,0,0,0,2,2,2,1,370,2015,27
28,0,0,1,0,6,0,688,0,0,11,26,297,160,24,0,11,0,1,0,0,2,4,7,6,66,76,389,3,98,138,12,216,183,1,204,72,526,193,28,0,183,511,596,75,1,0,16,18,33,42,0,172,59,39,42,38,511,2,14,0,3,15,78,1,0,215,270,278,7,2,4,127,146,95,1,0,5,7,2,0,1,4,6,5,18,12,2,0,71,160,628,8,17,0,0,1,1,0,3,3,1,9,348,2015,28
29,0,0,1,0,6,0,1342,0,0,28,43,466,226,48,0,4,0,1,1,8,0,29,7,11,134,317,705,47,241,321,36,496,599,1,256,264,927,440,50,5,87,1174,1660,145,2,30,27,36,49,53,0,231,95,30,13,92,740,5,5,0,0,46,228,1,0,283,1229,1557,4,1,3,175,164,188,2,0,7,22,6,1,7,5,2,3,18,6,1,0,145,416,940,20,9,0,0,2,4,0,5,1,1,2,564,2015,29
2A,0,0,3,0,8,0,218,0,0,0,16,136,42,14,0,2,0,0,0,0,0,0,0,0,22,32,55,9,22,51,2,91,20,0,80,167,63,100,7,0,46,132,27,28,0,4,7,8,12,11,0,30,19,15,13,10,257,2,0,1,1,5,57,0,1,17,74,330,2,58,3,34,40,87,0,1,0,2,2,1,4,2,13,1,7,2,0,1,173,29,190,7,22,19,0,11,3,0,0,3,2,8,158,2015,2A
2B,0,0,1,0,2,0,235,1,0,4,13,120,41,13,0,1,0,1,2,0,1,1,0,1,28,19,97,12,51,30,1,59,20,0,75,64,97,141,5,0,27,102,294,0,0,4,0,6,1,17,0,34,10,9,2,16,161,1,4,0,0,15,93,0,1,27,60,291,0,18,10,35,25,32,0,0,0,9,1,0,10,5,14,1,11,0,0,0,30,2,128,0,19,21,0,2,0,0,1,2,0,0,150,2015,2B
30,0,0,4,0,6,0,1312,0,0,45,66,681,308,80,2,16,0,5,17,2,5,31,7,16,330,417,1380,63,191,363,51,380,299,0,854,340,1536,663,49,4,113,1129,1972,167,0,28,1,45,35,60,0,175,113,29,12,79,701,1,11,2,0,22,262,0,1,133,1005,978,4,55,9,183,219,221,1,0,2,17,2,0,53,8,15,6,28,7,1,0,241,313,999,58,54,39,1,2,3,0,7,0,1,25,559,2015,30
31,0,0,7,3,34,4,2966,0,0,64,226,1632,631,222,3,29,2,12,17,10,8,126,19,22,946,1154,5335,129,749,823,112,4086,967,2,1106,693,6080,1578,109,2,803,59,5299,573,13,121,71,165,85,115,2,437,198,63,69,322,2556,5,134,0,1,24,446,0,4,246,1868,972,15,98,57,274,411,702,8,3,3,16,5,0,71,45,119,12,57,32,10,1,908,1563,2744,54,91,61,3,20,2,5,21,13,14,78,1807,2015,31
32,0,0,0,0,0,0,113,0,0,4,4,36,15,0,0,0,0,0,0,1,0,1,0,0,15,18,91,8,45,30,4,24,75,1,24,14,107,51,1,0,0,67,189,11,0,2,3,0,4,4,0,18,10,2,2,1,28,0,0,0,0,3,13,0,0,9,52,52,1,1,10,13,16,15,0,0,1,1,0,0,0,3,1,0,3,3,1,0,32,26,117,1,3,0,0,0,1,0,2,0,1,0,44,2015,32
33,0,0,4,1,22,0,3194,0,0,32,117,1190,507,177,1,30,0,8,14,6,3,69,15,8,599,832,2873,96,832,564,80,2631,1927,0,1118,1065,4105,1538,244,7,764,2402,6635,635,13,101,74,142,124,9,0,404,284,121,82,282,2497,3,40,6,2,40,273,0,0,519,2467,1622,7,40,62,283,398,450,11,0,2,30,13,1,74,51,86,15,109,34,10,5,886,176,2909,80,158,83,3,8,17,2,28,212,7,97,1533,2015,33
34,0,0,4,1,26,2,3006,1,0,56,167,1215,448,142,0,18,1,8,18,3,12,96,20,19,919,973,3143,140,413,806,70,1472,499,1,1100,870,3180,1083,134,17,520,1223,4452,419,4,73,37,104,27,133,0,276,240,122,42,171,1811,6,35,0,1,38,246,2,1,251,2259,1301,7,94,20,323,370,569,3,2,8,25,8,0,66,22,38,10,55,22,2,1,349,976,1898,50,151,94,6,22,6,1,9,67,5,76,1371,2015,34
35,1,0,6,17,26,0,1594,0,0,36,92,673,250,55,2,16,0,7,6,3,4,39,12,10,249,443,785,43,334,490,75,844,443,2,358,384,1264,474,58,0,497,1414,2425,209,1,48,29,80,56,99,0,192,96,37,87,204,849,7,2,0,1,30,116,0,0,239,1174,817,1,49,20,187,212,245,0,0,17,13,3,0,97,95,14,5,39,12,4,0,445,536,1136,47,52,36,0,31,0,1,5,3,9,13,727,2015,35
36,0,0,0,0,0,0,234,0,0,5,9,105,37,3,0,4,0,1,0,0,2,2,0,1,30,27,117,13,63,53,12,50,179,0,60,45,158,115,6,2,57,191,248,65,0,7,6,4,10,9,0,52,8,1,2,35,207,0,0,0,1,22,70,0,0,61,107,149,0,0,4,52,59,51,1,0,0,1,3,0,4,1,3,0,1,3,2,0,52,38,149,2,6,1,0,1,0,0,0,2,0,0,93,2015,36
37,0,0,2,0,2,1,842,0,0,10,62,276,127,27,0,9,0,1,5,4,0,9,6,12,216,241,519,13,198,337,55,601,334,0,252,236,960,422,24,0,259,783,1591,91,1,32,10,40,32,34,2,129,80,28,4,98,770,2,1,0,0,25,130,0,0,104,756,932,0,0,4,113,114,85,1,0,1,2,1,0,22,11,2,3,22,14,29,0,250,292,655,9,14,1,0,6,1,0,1,4,1,5,273,2015,37
38,6,0,6,0,22,1,1851,0,0,50,151,1099,509,48,3,19,0,6,19,8,9,99,27,13,542,544,422,64,678,2151,59,1086,393,1,945,615,3190,1246,43,5,380,1436,2936,278,1,50,29,66,27,61,0,282,140,52,22,125,851,3,1,0,0,57,889,0,1,230,856,1280,5,37,10,302,275,474,5,0,1,6,2,0,73,43,17,35,38,24,7,0,434,630,1224,14,44,25,1,22,0,0,8,6,3,15,635,2015,38
39,0,0,1,0,3,0,226,0,0,1,11,89,56,10,0,3,0,0,0,3,1,0,3,3,20,12,135,6,74,91,17,68,122,1,46,43,141,97,9,0,54,193,172,15,0,3,4,3,10,14,0,44,9,3,0,11,150,6,0,0,0,8,28,0,0,34,101,80,0,0,1,40,26,86,0,0,1,5,2,0,1,3,4,0,5,0,2,0,42,84,248,1,2,0,0,1,4,0,1,0,0,0,135,2015,39
40,0,0,2,0,0,0,348,0,0,2,9,132,48,12,0,1,0,1,2,0,0,2,0,2,35,43,198,5,40,84,15,145,153,0,70,63,265,128,26,2,51,506,636,116,0,10,4,8,6,15,0,42,26,23,10,54,320,1,1,0,0,16,19,0,0,67,206,237,0,0,2,43,48,50,0,0,0,3,1,0,1,1,4,1,6,3,1,0,46,81,328,9,4,0,0,0,1,0,1,0,0,5,174,2015,40
41,0,0,0,0,3,1,396,0,0,8,22,271,128,15,0,2,0,0,1,1,1,6,1,1,44,67,312,25,104,179,15,165,111,0,283,91,465,217,14,2,126,271,465,10,0,24,14,13,27,15,0,92,42,18,5,64,410,3,0,0,0,12,48,0,0,66,196,287,0,3,0,69,65,76,2,0,0,8,0,0,4,6,1,0,12,3,0,0,146,97,364,1,4,0,0,7,2,1,0,2,0,0,236,2015,41
42,0,0,2,0,4,0,1768,0,0,36,107,1055,416,100,0,12,1,2,6,5,0,24,5,15,320,332,1321,31,530,833,52,713,909,0,892,324,2053,815,97,11,307,1319,1618,353,1,34,29,39,62,58,0,325,131,64,16,99,1365,4,22,1,1,69,553,0,1,334,1460,721,4,4,7,354,260,217,2,0,2,15,2,0,16,14,23,2,29,31,8,0,516,394,1521,45,48,3,2,16,1,1,10,10,0,8,875,2015,42
43,0,0,0,0,0,0,175,0,0,5,8,87,37,6,0,0,0,3,0,0,0,1,0,3,9,9,84,7,24,38,3,24,97,0,38,15,89,33,4,0,56,171,137,16,1,4,4,10,13,22,1,24,16,5,1,8,150,6,1,0,0,3,6,0,0,28,65,19,0,2,1,33,25,34,0,0,1,3,0,0,0,1,4,0,2,3,0,0,67,9,128,2,4,0,0,0,0,0,0,0,0,2,84,2015,43
44,0,0,6,1,19,4,2614,0,1,46,222,1177,422,127,1,30,0,7,13,6,8,81,12,26,233,500,3484,155,1049,1452,111,2508,1254,0,1393,1388,4227,2104,167,0,713,3054,4022,478,5,96,68,99,93,137,0,454,134,66,58,189,1722,7,4,1,1,93,529,0,3,599,1484,1304,83,30,53,273,491,584,1,0,5,13,8,2,117,46,42,4,44,29,4,0,359,870,2159,24,39,31,0,4,5,0,5,4,0,11,1399,2015,44
45,0,0,3,0,5,2,1413,0,1,27,72,735,294,63,0,15,0,8,8,5,1,16,7,10,216,270,1320,80,256,458,26,511,315,0,533,267,1171,791,56,1,479,833,1476,227,1,34,47,61,64,12,1,298,125,30,33,80,767,4,3,0,2,84,267,0,2,262,588,450,3,29,3,181,241,168,3,0,6,10,5,0,82,73,40,3,44,58,11,0,319,327,1337,6,34,20,0,13,3,1,3,5,6,22,728,2015,45
46,0,0,0,0,0,0,94,0,0,0,3,34,11,1,0,0,0,0,0,0,0,0,0,1,9,15,178,10,52,55,10,30,38,0,40,54,78,38,5,1,35,87,127,19,0,0,5,5,1,3,0,6,14,6,4,7,76,0,0,0,0,4,11,0,1,14,7,10,0,0,0,11,16,21,0,0,0,1,2,0,0,0,1,0,1,4,1,0,8,23,82,15,1,0,0,0,1,0,0,0,0,0,41,2015,46
