DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
94,0,1,9,1,60,2,4277,0,0,38,457,1664,310,139,16,135,1,36,49,48,19,204,25,38,2895,2083,6498,41,706,893,337,2987,2367,8,3400,1976,8278,4349,211,1,1024,2897,7839,1055,2,111,11,134,134,165,2,468,289,169,233,241,4755,44,2,3,7,45,476,0,0,495,3223,4022,54,72,174,707,839,890,5,0,7,16,13,0,163,100,77,41,53,31,33,3,1157,1402,4350,52,187,53,0,31,3,0,9,19,5,52,2075,2013,94
95,0,0,4,0,40,0,4212,1,1,65,278,2019,405,125,1,81,3,23,48,41,19,388,7,26,2327,1975,4398,40,502,543,160,3170,1573,4,3743,917,6029,2958,149,3,837,1949,5407,722,6,87,89,99,107,156,0,357,218,166,104,189,4282,22,5,15,3,29,644,0,0,529,3084,4031,266,123,744,680,715,776,4,0,15,18,8,1,499,158,55,14,139,84,47,1,877,1084,3563,48,105,80,1,5,1,3,49,3,5,170,2276,2013,95
971,0,1,23,0,17,0,1175,0,0,11,50,609,58,53,2,43,0,6,138,5,4,152,6,4,316,312,914,12,191,185,6,45,49,2,247,201,881,330,21,5,109,468,632,98,13,24,9,22,30,27,0,92,20,34,174,27,575,1,40,1,2,1,39,0,0,41,355,584,276,143,4,79,87,243,0,0,0,4,8,1,9,16,29,3,21,6,0,0,252,48,288,9,120,83,3,16,8,0,6,3,3,2,170,2013,971
972,0,0,4,10,21,0,1105,0,0,13,43,432,77,33,0,20,0,6,69,6,5,12,5,5,453,391,624,4,159,77,2,79,180,0,183,185,1105,249,23,1,120,335,535,63,1,22,25,21,39,18,0,75,26,20,25,36,573,20,0,1,0,4,16,0,0,51,182,205,5,80,19,94,136,304,1,2,0,0,0,0,2,3,12,3,15,6,1,0,73,70,245,7,78,65,0,3,0,0,5,1,0,2,201,2013,972
973,0,0,3,1,8,0,802,0,1,6,22,317,75,31,0,10,0,2,60,0,2,77,0,2,354,284,400,3,132,31,6,54,40,0,52,382,682,116,17,0,1,573,6,142,1,14,20,9,0,28,0,137,26,8,15,31,356,3,0,2,0,0,7,0,0,24,156,213,1844,299,16,59,86,164,0,8,0,0,59,0,24,13,20,1,5,1,0,0,53,50,154,2,242,165,0,4,0,0,69,1,3,21,185,2013,973
974,0,0,10,2,4,1,1597,0,0,10,40,865,96,77,1,7,0,2,12,5,8,34,13,8,186,421,963,22,337,217,7,53,143,0,312,478,1193,489,66,17,249,755,1076,119,2,28,49,31,91,42,0,163,85,68,13,28,401,13,8,14,0,33,159,0,0,91,404,1058,1,21,12,71,164,146,1,1,0,12,5,7,15,4,10,2,35,8,0,0,355,74,536,28,58,3,0,7,2,0,0,31,1,18,381,2013,974
976,0,0,1,0,1,0,372,0,0,0,5,48,16,1,0,0,0,0,0,2,8,21,1,3,113,120,721,0,202,122,1,101,47,0,64,161,490,21,7,1,34,408,118,0,0,0,6,9,6,0,0,2,6,3,6,1,32,1,0,0,0,0,5,0,0,19,82,349,4272,348,1,22,39,22,0,0,0,3,0,0,287,0,1,1,2,2,0,0,10,6,84,0,14,94,0,1,0,0,6,1,0,1,67,2013,976
987,0,0,0,0,0,0,392,0,0,1,13,39,14,16,0,0,0,0,0,1,0,2,0,0,31,63,108,1,55,46,0,15,61,0,35,106,656,45,4,0,30,260,14,2,1,8,6,16,20,66,0,34,4,14,11,75,450,5,0,0,0,0,4,0,0,10,61,107,15,18,41,33,36,10,0,49,0,7,0,0,1,0,2,0,1,9,0,0,49,26,157,0,11,10,0,3,0,0,1,0,0,2,128,2013,987
988,0,0,7,0,1,0,822,0,0,2,11,121,41,10,0,0,0,0,0,4,0,6,11,3,22,51,521,0,226,88,6,21,144,0,495,180,893,60,17,0,108,360,771,78,0,9,13,17,18,30,0,56,46,30,66,62,198,7,10,1,0,3,94,0,0,145,412,1051,2,2,34,136,97,44,0,0,2,3,1,1,3,3,2,0,0,6,0,0,299,31,107,69,131,19,0,2,0,0,2,0,0,41,146,2013,988
01,0,0,1,0,0,0,327,0,0,6,20,132,99,16,0,1,0,0,0,0,0,1,0,4,24,50,203,21,134,127,8,123,190,0,109,31,202,117,17,0,110,90,385,156,0,11,10,16,25,3,0,62,20,23,13,40,555,4,1,1,1,18,70,0,0,58,213,172,222,123,23,122,98,80,0,0,2,6,3,0,67,24,8,3,19,6,0,0,43,81,296,7,23,27,1,3,0,0,5,1,0,8,275,2014,01
02,0,0,3,0,4,0,968,0,0,18,23,404,217,61,1,6,0,1,1,2,4,15,6,10,65,68,459,15,181,205,66,136,299,0,294,141,590,352,25,3,211,594,533,112,1,25,31,30,46,50,0,217,55,25,6,50,648,9,1,2,0,34,138,0,0,106,333,335,4,1,12,118,124,152,5,1,4,17,6,1,5,6,8,3,31,8,1,0,480,149,605,18,22,4,0,2,2,1,1,9,3,2,493,2014,02
03,0,0,0,0,3,0,439,0,0,3,25,206,90,25,3,0,0,0,0,0,1,2,0,2,52,53,330,16,62,172,28,71,226,1,115,155,339,182,29,1,129,363,678,37,0,8,7,15,18,25,0,53,57,32,10,34,438,3,0,0,0,22,47,0,0,147,330,538,2,1,0,67,82,112,1,0,4,6,4,0,6,3,7,2,24,6,1,1,169,118,583,43,6,0,0,2,3,1,1,1,0,5,221,2014,03
04,0,0,1,0,1,0,141,0,0,1,8,60,22,7,0,1,0,1,1,0,0,1,1,0,41,25,119,9,61,35,6,26,73,0,91,23,141,82,4,1,39,72,235,5,0,1,3,5,5,4,0,28,13,5,4,34,143,1,1,0,0,5,27,0,0,43,79,68,0,0,5,24,27,22,0,0,1,0,2,0,1,1,1,0,6,0,0,0,57,71,97,5,0,0,0,0,0,0,0,1,0,1,46,2014,04
05,0,0,0,0,0,0,179,0,0,3,8,63,24,4,0,0,0,0,0,2,0,1,1,1,15,27,166,7,63,126,2,37,73,0,61,71,210,69,6,1,96,255,313,30,0,3,6,6,7,10,0,34,16,6,1,12,150,0,5,0,0,11,8,0,0,51,107,76,143,39,3,26,23,40,0,0,0,4,1,0,14,11,5,4,17,7,0,0,74,38,143,3,21,24,0,2,0,0,0,3,0,1,80,2014,05
06,1,1,14,0,12,3,3834,1,0,57,177,1765,870,279,4,40,0,15,23,5,10,67,32,25,1470,1229,4932,488,687,1270,240,4346,960,1,1332,3111,4231,1515,99,5,543,1908,7753,532,16,114,48,131,40,182,2,462,290,244,102,231,2395,11,62,7,8,24,308,3,3,254,2747,2290,611,115,299,519,672,539,7,0,7,36,12,0,303,29,62,37,145,76,8,10,509,1577,3025,37,211,96,7,37,13,2,7,228,11,178,1669,2014,06
07,0,0,0,0,2,0,161,0,0,1,6,70,31,6,0,0,0,1,0,0,1,1,0,1,17,23,173,22,138,69,5,51,231,0,107,84,186,138,5,5,60,130,184,27,0,5,5,3,5,5,0,23,33,15,2,6,216,4,0,0,1,11,36,0,0,53,90,55,0,0,1,21,17,68,0,0,0,4,2,0,0,2,2,0,6,2,0,0,197,52,171,4,15,0,0,2,1,0,0,1,0,1,67,2014,07
08,1,0,0,0,1,0,357,0,0,2,17,223,88,11,0,0,0,0,1,0,1,8,3,5,26,46,154,1,87,178,11,91,157,0,150,73,210,106,23,5,103,257,433,43,0,7,16,17,14,19,0,59,29,10,10,33,313,3,0,0,0,18,127,0,0,95,232,229,0,0,1,104,100,67,0,0,4,4,3,1,3,0,2,0,15,1,0,0,248,51,189,0,7,1,0,2,1,1,5,0,0,1,115,2014,08
09,0,0,0,0,1,0,125,0,0,0,5,44,18,1,0,1,0,0,0,0,0,0,0,0,6,3,101,8,35,25,8,17,45,0,48,15,116,54,7,3,27,98,221,21,0,0,5,5,5,7,0,18,11,4,4,14,195,0,2,0,0,4,5,0,0,17,42,32,1,0,1,32,36,29,0,0,0,2,1,0,2,1,4,0,7,1,3,0,30,17,82,2,5,0,0,0,1,0,0,1,0,2,83,2014,09
10,0,0,0,0,2,0,657,0,0,12,40,228,184,25,0,9,0,1,3,1,2,9,2,6,91,115,587,15,202,207,16,214,404,0,154,184,543,243,19,1,179,518,795,77,0,12,19,26,0,21,0,152,40,16,6,20,331,1,0,0,0,13,94,0,0,43,326,241,0,0,0,57,62,97,0,0,1,10,0,0,4,2,1,0,18,11,0,0,155,144,733,7,11,1,0,1,1,0,3,1,2,4,285,2014,10
11,1,0,2,0,0,0,549,0,0,8,17,311,59,25,0,8,0,2,2,5,2,10,2,2,125,82,771,20,123,144,28,282,244,0,244,130,594,166,13,4,172,440,873,65,0,10,15,11,13,23,0,51,41,35,0,25,378,3,0,0,1,21,91,0,0,123,328,403,162,48,26,61,107,86,5,0,0,6,2,0,35,5,5,3,16,9,1,0,75,96,383,11,194,13,0,0,0,0,0,2,5,22,224,2014,11
12,0,0,1,0,3,0,201,0,0,6,11,103,36,10,0,0,0,0,0,0,1,3,0,2,26,32,138,17,88,93,13,58,84,0,50,76,195,93,5,2,50,253,202,8,1,5,8,16,14,8,0,40,25,13,7,29,332,0,4,0,1,16,18,0,0,44,96,75,0,1,2,41,45,77,0,0,2,7,2,0,1,1,5,0,15,1,0,0,52,36,234,4,10,1,0,0,0,0,3,1,0,0,114,2014,12
13,18,1,19,2,65,4,6986,4,3,137,418,3993,1138,300,4,215,1,61,151,24,22,397,23,43,3426,3255,9531,260,1890,3461,227,4528,1650,11,7410,3807,13952,5568,515,27,1295,5809,10872,893,17,143,128,77,227,227,1,818,539,419,459,284,6864,30,167,4,16,147,1070,2,2,624,3848,3391,48,99,348,779,1188,1819,9,4,11,68,20,5,273,54,72,26,323,54,28,0,1528,2492,4634,34,213,77,2,23,8,3,13,165,16,1568,3933,2014,13
14,0,0,5,0,5,1,1103,0,0,12,50,511,240,46,1,10,0,2,2,6,2,8,0,10,182,223,668,95,239,426,48,544,623,0,323,262,918,485,96,1,504,1000,1734,101,1,29,25,38,42,49,0,171,78,28,11,90,936,6,4,0,1,24,168,0,0,210,890,1041,0,46,4,136,118,159,1,0,1,8,1,0,97,55,11,3,299,3,2,1,284,285,856,13,22,18,3,5,4,0,2,1,1,7,540,2014,14
15,0,0,0,0,0,0,102,0,0,1,4,30,12,2,0,1,0,0,0,1,0,2,3,0,13,17,28,2,37,26,2,35,73,3,12,19,72,33,8,3,48,79,181,10,0,0,6,1,2,0,0,13,4,7,0,2,28,0,1,0,0,5,10,0,0,58,105,67,0,0,0,5,4,17,0,0,0,0,0,0,0,1,1,0,1,8,0,0,69,12,87,2,0,0,0,0,0,0,0,0,0,0,27,2014,15
16,0,0,1,0,1,0,486,0,0,12,17,214,117,16,1,3,0,0,1,1,0,4,0,1,60,70,438,16,95,115,26,113,162,1,188,116,479,208,12,0,41,414,766,39,1,12,13,0,18,14,0,51,79,24,6,49,304,3,0,0,0,3,55,0,0,75,525,513,0,0,7,69,65,77,2,0,3,9,4,0,0,0,5,2,14,3,1,0,96,84,451,32,4,1,0,3,2,0,4,2,1,6,189,2014,16
17,0,1,3,0,2,0,766,0,0,10,32,258,124,19,0,17,0,3,5,2,1,15,5,12,148,188,716,101,276,295,29,212,326,1,307,372,1045,601,63,1,479,517,1811,159,3,33,10,7,43,53,0,89,61,29,18,83,940,8,5,0,0,40,100,0,0,234,725,1527,5,3,3,90,108,249,0,0,1,12,7,0,3,1,5,2,22,17,2,1,403,250,630,15,18,2,0,4,0,0,2,6,0,2,341,2014,17
18,0,0,1,0,0,0,409,0,0,6,26,183,89,26,0,1,0,1,0,2,0,5,2,4,62,81,460,13,173,178,24,91,240,0,200,116,363,303,21,2,130,508,606,63,0,10,9,17,18,22,0,72,50,18,1,31,241,1,1,0,0,21,126,0,0,105,277,196,10,1,5,55,43,47,3,1,2,5,3,0,6,4,3,4,27,7,1,0,96,136,455,5,5,1,1,1,2,0,2,5,1,3,196,2014,18
19,0,0,0,0,0,0,296,0,0,8,13,121,69,13,0,2,0,0,1,2,0,2,3,1,25,28,160,22,90,96,25,86,195,0,60,116,203,131,8,2,83,220,442,26,0,17,5,11,19,21,0,45,21,20,3,5,118,0,3,1,1,3,14,0,0,58,222,89,0,0,0,45,44,34,2,0,0,4,6,0,1,2,0,0,7,1,0,0,15,63,412,2,6,0,0,3,0,0,1,4,0,1,157,2014,19
21,0,0,3,0,6,2,807,0,0,17,53,389,209,37,1,9,0,0,1,1,4,15,12,7,67,88,453,14,124,438,28,132,346,0,278,328,734,390,25,3,46,953,1641,194,1,32,19,70,41,66,0,126,107,43,35,112,488,4,2,0,3,19,209,0,0,188,859,709,2,20,11,94,110,160,1,0,1,6,1,0,13,28,9,4,42,8,1,1,150,269,862,27,26,4,0,11,3,0,4,3,5,12,395,2014,21
22,0,0,3,0,0,2,369,0,0,8,11,133,72,26,1,2,0,1,1,0,2,3,0,2,54,81,237,12,152,123,25,136,280,0,77,155,389,232,30,2,134,300,685,54,0,2,10,14,20,5,0,73,19,3,1,34,320,0,3,0,0,13,29,0,0,91,299,172,1,3,4,56,63,56,0,0,9,8,2,8,30,10,3,0,16,0,1,0,232,98,262,4,10,0,0,2,0,1,2,1,0,1,148,2014,22
23,0,0,0,0,1,0,46,0,0,0,1,18,7,2,0,0,1,0,0,0,0,0,0,0,4,4,32,0,9,25,5,6,53,0,17,6,23,25,1,0,0,39,60,12,1,0,0,0,8,1,0,8,2,4,0,55,6,0,0,0,0,5,1,0,0,16,52,38,1,0,0,7,9,9,0,0,1,2,1,0,1,1,0,0,1,0,0,0,35,3,42,0,1,0,0,1,0,0,0,0,0,0,21,2014,23
24,0,0,0,0,0,0,327,0,0,3,14,85,59,11,0,1,0,2,1,1,0,6,0,3,13,29,274,23,105,105,16,118,341,0,151,148,272,142,18,5,127,431,418,16,0,11,12,4,20,19,0,45,27,14,7,16,215,1,0,0,0,9,37,0,0,65,219,223,4,0,4,41,38,66,1,0,2,1,4,0,2,0,2,0,15,0,0,0,161,88,294,8,8,0,0,2,0,0,0,1,0,3,114,2014,24
25,0,0,4,1,15,0,1073,0,0,14,59,602,204,45,0,11,1,4,4,4,2,16,2,7,166,199,786,29,270,606,42,217,503,2,355,167,1015,463,32,1,318,720,1183,40,1,35,31,37,57,17,0,226,42,22,22,72,428,1,5,2,2,69,271,0,0,296,599,527,989,43,5,106,127,237,0,0,5,3,1,0,30,31,10,1,36,8,7,2,222,192,598,89,44,17,0,21,1,1,3,4,2,4,419,2014,25
26,0,0,0,0,4,0,843,0,0,13,41,537,147,28,0,11,0,2,5,5,2,20,4,3,180,209,1089,7,264,353,28,89,233,1,667,449,1151,599,39,0,289,838,1578,145,0,21,16,29,36,37,0,174,106,20,24,36,711,4,1,2,0,34,229,1,0,198,588,549,3,3,0,139,147,231,0,0,0,10,2,1,4,7,8,6,26,4,1,1,572,231,696,12,7,1,0,5,0,1,2,2,0,6,281,2014,26
27,1,0,1,0,3,1,707,0,0,9,45,200,132,30,1,6,0,0,3,2,0,8,2,2,115,117,381,8,147,202,13,66,207,0,406,95,650,371,43,2,189,258,620,77,1,24,25,29,34,29,0,130,42,16,3,56,534,2,3,0,0,14,90,0,0,70,134,156,3,6,2,140,142,93,2,0,0,10,1,0,7,2,5,2,33,10,1,0,207,156,944,19,16,1,1,3,1,0,1,1,0,2,371,2014,27
28,0,0,1,0,7,0,611,0,0,12,33,241,162,23,0,6,0,1,1,1,2,6,1,3,76,98,320,7,80,144,19,173,243,0,199,114,521,218,25,2,251,431,712,91,0,17,14,17,32,36,0,135,85,18,38,69,540,1,3,0,1,21,85,0,0,249,337,266,4,0,4,133,137,92,2,0,5,7,4,0,7,2,10,1,16,4,7,0,114,105,532,6,13,1,0,2,1,0,0,1,0,2,291,2014,28
29,0,0,3,0,1,0,1064,0,0,14,43,424,201,48,1,12,0,0,3,12,4,16,9,14,147,302,294,21,280,301,22,273,609,0,290,285,903,639,46,2,239,441,1615,107,1,30,29,40,44,74,0,160,100,59,18,111,761,7,1,1,1,30,214,0,0,216,1274,1584,1,0,2,136,132,193,1,0,2,10,3,0,6,5,5,1,25,2,3,1,191,304,908,8,4,1,0,0,0,0,0,0,0,1,481,2014,29
2A,3,0,3,0,4,0,164,0,0,2,15,115,37,26,3,15,0,1,5,0,1,3,0,1,18,38,40,10,47,60,3,50,16,0,80,199,131,113,11,0,21,124,392,21,0,0,7,3,10,11,0,9,23,19,13,11,289,1,1,0,0,5,38,1,5,32,97,367,2,65,3,27,38,74,0,0,0,2,0,1,8,0,19,3,14,1,0,0,93,40,166,0,21,26,3,8,0,0,2,3,6,4,132,2014,2A
2B,0,0,0,0,3,0,196,0,0,1,11,121,53,14,0,3,0,1,1,0,1,2,0,0,29,29,80,5,82,30,0,50,17,0,126,91,125,145,0,1,40,48,399,0,0,3,0,13,4,7,0,28,35,34,2,7,124,0,0,0,0,6,26,0,0,25,87,188,2,18,12,21,29,47,0,0,0,3,1,0,11,3,5,3,11,0,0,0,25,9,171,12,14,14,0,0,0,0,2,0,0,1,143,2014,2B
30,0,0,2,0,7,1,1162,0,1,25,67,556,302,65,1,11,0,4,16,0,6,47,4,12,407,343,1260,45,210,342,29,228,280,0,810,315,1431,749,51,3,317,1113,1870,45,4,23,12,29,36,42,0,172,146,50,12,88,569,5,6,1,0,17,293,0,0,151,805,801,13,31,11,238,227,196,0,0,0,22,6,0,47,5,16,7,27,12,119,0,151,288,990,32,58,43,0,2,1,1,2,2,0,13,526,2014,30
31,0,0,12,3,16,2,2704,0,0,53,155,1467,592,169,1,37,0,5,31,19,7,157,12,14,1140,1203,4615,62,815,700,76,3375,1153,1,1154,686,5826,1760,140,2,1304,1952,7316,525,18,99,71,135,79,7,0,361,222,107,69,205,2233,5,69,0,12,25,524,1,0,535,1786,953,9,124,112,261,449,638,1,1,1,15,8,1,46,41,85,18,136,14,8,4,508,1400,2456,64,84,49,0,43,0,3,10,4,24,119,1551,2014,31
32,0,0,0,0,0,0,92,0,0,0,5,36,20,0,0,0,0,2,0,1,0,2,0,2,8,11,93,6,34,64,3,13,85,0,19,31,197,69,6,0,40,68,191,0,0,0,1,3,4,2,0,10,5,3,4,0,36,0,0,0,0,1,13,0,0,12,41,79,3,0,3,16,19,13,0,0,1,0,0,0,0,0,1,0,4,1,1,0,34,34,65,2,1,0,0,0,0,0,0,0,0,0,30,2014,32
33,0,1,8,1,8,3,2973,1,0,24,109,1186,469,156,1,32,0,2,7,10,8,72,0,12,746,873,2333,75,572,648,99,2043,1969,3,1149,929,3889,1431,180,2,48,2953,7098,550,14,95,2,155,109,434,2,317,276,148,78,259,2710,4,65,4,8,61,297,0,0,489,2477,2112,2,57,79,264,319,571,2,1,3,26,12,1,52,45,66,8,130,31,4,3,606,187,2365,42,137,65,0,24,9,1,7,72,5,227,1302,2014,33
34,0,0,12,1,22,2,2401,1,0,34,114,1017,325,112,2,45,0,5,23,6,15,157,13,32,1204,994,3049,177,429,625,69,1582,546,2,1112,866,3585,1146,127,3,721,3227,1861,181,11,41,40,72,79,30,0,156,289,139,57,206,1834,78,17,4,1,54,299,0,1,367,1897,1362,3,95,24,279,345,519,4,0,1,20,13,1,49,27,55,30,84,10,6,4,438,848,1793,33,118,87,7,28,2,1,6,46,12,81,1098,2014,34
35,0,0,5,1,9,0,1349,0,0,11,89,561,201,47,1,16,0,1,6,5,3,29,11,10,277,382,595,24,370,383,48,473,500,1,331,433,1046,505,47,2,210,1542,2776,211,1,47,23,62,56,84,0,193,78,36,60,119,797,3,0,0,1,12,109,2,0,288,1224,799,2,45,19,206,220,239,0,0,13,9,3,0,95,92,15,4,54,7,2,0,523,491,1064,75,42,28,3,20,3,0,1,3,4,8,484,2014,35
36,0,0,0,0,1,1,224,0,0,10,7,104,39,7,0,2,0,0,0,2,1,2,2,0,27,28,129,7,42,43,19,31,139,0,114,63,150,133,5,3,115,201,232,61,0,0,1,8,0,9,0,44,14,9,3,35,207,1,0,0,1,20,104,0,0,70,150,155,2,0,5,38,46,48,0,0,0,0,0,0,0,1,2,0,5,2,0,0,61,34,175,4,4,1,0,0,1,0,0,0,0,1,97,2014,36
37,0,0,1,0,1,0,762,0,0,12,41,200,116,22,0,17,0,0,2,3,2,14,8,9,282,252,661,7,186,340,61,458,368,1,272,330,902,511,34,0,305,699,2076,0,0,29,8,33,35,28,0,120,99,32,19,85,766,2,6,0,0,43,174,0,0,111,817,1040,1,0,3,104,137,82,3,0,3,6,0,1,24,10,7,8,27,8,3,0,412,310,768,52,12,3,0,9,3,0,0,0,0,4,275,2014,37
38,0,0,7,1,12,0,1626,1,0,34,155,864,345,40,4,26,0,3,16,10,7,150,15,19,476,418,2857,59,612,1755,59,1134,508,1,857,602,3479,1491,54,1,482,1457,3303,284,2,28,35,11,38,20,0,271,133,63,27,99,723,2,8,1,1,94,747,0,0,261,853,1506,3,25,8,319,286,456,3,0,0,11,1,0,47,48,14,67,73,21,1,0,561,548,1137,64,40,13,1,24,1,0,7,1,6,14,515,2014,38
39,0,0,0,0,2,0,195,0,0,6,9,56,55,2,1,1,1,1,1,2,2,2,5,0,14,15,110,5,21,62,11,35,111,0,60,38,163,88,11,1,17,205,357,5,0,10,7,8,7,14,0,20,25,5,4,28,205,9,1,0,0,11,30,0,0,48,100,77,1,0,1,26,30,124,0,0,0,1,2,0,0,4,3,1,11,1,1,0,124,53,199,4,4,0,0,0,0,0,0,0,0,0,114,2014,39
40,0,0,0,0,0,0,310,0,0,6,12,126,65,13,0,0,1,0,0,0,1,2,2,1,40,46,295,17,65,92,14,112,129,0,107,76,433,158,20,0,101,443,605,137,1,13,17,5,23,10,0,38,14,12,7,26,274,6,2,0,0,10,17,0,0,80,243,294,4,0,2,59,44,56,0,0,1,4,0,0,3,4,7,3,20,4,0,0,76,55,416,4,7,0,0,1,4,0,0,0,0,8,160,2014,40
41,0,0,1,0,5,0,373,0,0,10,25,222,85,20,0,3,0,0,1,1,2,14,1,3,46,54,308,16,114,225,13,192,112,0,188,92,404,216,22,4,191,344,526,38,0,13,17,15,19,24,0,79,20,15,4,29,295,1,0,0,0,31,112,0,0,71,197,232,0,1,2,62,64,63,0,0,1,8,0,0,4,4,5,1,32,0,1,1,95,76,405,3,3,0,0,1,0,0,0,1,1,3,208,2014,41
42,0,0,3,1,28,0,1607,0,0,28,99,813,344,82,1,6,0,7,5,9,3,30,12,12,266,309,1680,45,404,668,31,541,943,0,880,254,1664,1033,89,5,645,1180,2141,262,2,39,45,46,60,62,0,244,170,64,15,84,1322,15,18,3,0,88,648,0,0,351,1528,1386,1,2,7,353,275,174,0,0,8,16,9,0,8,15,17,1,75,29,11,0,445,310,1285,78,71,5,0,24,4,1,11,7,0,22,752,2014,42
43,0,0,1,0,0,0,174,0,0,1,7,77,25,3,0,1,0,0,0,1,0,3,0,4,7,10,67,3,58,56,2,22,78,0,60,31,121,35,7,0,63,128,174,31,0,5,6,0,8,16,0,17,7,2,1,6,105,1,1,1,0,12,29,0,0,49,103,44,0,1,0,22,25,32,0,0,2,6,0,0,1,1,1,1,7,1,1,0,20,23,105,3,6,0,0,0,0,0,0,1,0,0,64,2014,43
44,0,1,7,0,11,2,2162,0,0,47,114,992,434,91,1,39,0,8,11,8,8,104,11,17,358,84,3202,110,820,1364,91,2374,1261,0,1159,1399,4594,2317,176,4,652,432,3982,346,4,73,63,2,85,122,0,334,187,67,44,155,1872,4,11,1,3,84,475,0,0,526,1853,1399,44,28,69,231,502,735,1,0,3,9,6,2,85,44,30,7,72,3,3,1,319,660,1866,23,42,29,0,7,1,0,4,3,1,22,1087,2014,44
45,1,0,11,0,8,1,1337,0,0,23,58,604,272,47,1,16,1,6,5,5,2,31,4,5,289,340,1163,65,341,332,13,458,421,1,513,252,1211,679,45,2,528,744,1861,192,2,7,40,48,66,85,0,280,149,56,46,61,968,7,5,0,1,16,209,0,0,210,621,449,0,21,1,176,292,177,2,0,11,5,7,0,36,60,45,4,44,16,4,0,519,399,1140,10,44,18,0,22,1,1,5,7,9,23,625,2014,45
46,0,0,0,0,0,0,70,0,0,2,2,42,23,1,0,2,0,0,0,0,0,1,0,2,17,10,73,10,66,44,7,30,50,0,38,49,101,62,4,0,28,120,172,49,0,0,1,3,4,3,0,11,6,5,2,2,47,1,0,0,0,0,19,0,0,21,27,33,0,0,1,12,17,16,0,0,0,1,0,0,0,0,1,1,6,0,0,0,58,34,91,2,2,0,0,0,0,0,0,0,0,0,41,2014,46
